date,industry,name,opportunities,salary,qualification
3/04/2023 17:15,Information & Communication Technology careers,Campaign Analyst,75,$105K,no data
3/04/2023 17:15,Information & Communication Technology careers,Capability Manager,62,$155K,no data
3/04/2023 17:15,Information & Communication Technology careers,Capability Specialist,63,$118K,no data
3/04/2023 17:15,Information & Communication Technology careers,Capacity Manager,22,N/A,no data
3/04/2023 17:15,Information & Communication Technology careers,Change Analyst,701,$115K,no data
3/04/2023 17:15,Information & Communication Technology careers,Change Manager,"1,682",$140K,"Complete a bachelor degree in business, business administration, commerce, change management or a related field."
3/04/2023 17:15,Consulting & Strategy careers,Change and Communications Manager,"1,381",$135K,no data
3/04/2023 17:15,Information & Communication Technology careers,Change and Release Manager,806,$120K,no data
3/04/2023 17:15,Information & Communication Technology careers,Chief Information Officer,266,$190K,"Complete a degree in computer science, software engineering or a related field. These are usually three-year course of full-time study, with prerequisites including completion of Australian Year 12 (or equivalent) and required units or assumed knowledge in English and mathematics."
3/04/2023 17:15,Information & Communication Technology careers,Chief Technology Officer,156,$240K,"Complete a degree in computer science, software engineering or a related field. These are usually three-year course of full-time study, with prerequisites including completion of Australian Year 12 (or equivalent) and required units or assumed knowledge in English and mathematics."
3/04/2023 17:15,Information & Communication Technology careers,Cloud Architect,862,$170K,no data
3/04/2023 17:15,Information & Communication Technology careers,Cloud Consultant,54,$155K,no data
3/04/2023 17:15,Information & Communication Technology careers,Cloud Developer,67,$130K,no data
3/04/2023 17:15,Information & Communication Technology careers,Cloud Engineer,"1,276",$135K,no data
3/04/2023 17:15,Information & Communication Technology careers,Cloud Specialist,47,$140K,no data
3/04/2023 17:15,Trades & Services careers,Communications Technician,492,$95K,no data
3/04/2023 17:15,Information & Communication Technology careers,Computer Engineer,590,N/A,"Complete a qualification in computer engineering. This could be a 
Certificate IV in Information Technology (ICT40120), a 
Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in computer engineering."
3/04/2023 17:15,Information & Communication Technology careers,Computer Technician,559,$60K,"Complete a bachelor degree in information technology, computer science or a related field.  "
3/04/2023 17:15,Information & Communication Technology careers,Configuration Specialist,19,$110K,no data
3/04/2023 17:15,Marketing & Communications careers,Content Administrator,4,$60K,no data
3/04/2023 17:15,Information & Communication Technology careers,Content Developer,26,$83K,no data
3/04/2023 17:15,Information & Communication Technology careers,Customer Relationship Management Developer,112,$115K,no data
3/04/2023 17:15,Information & Communication Technology careers,Cyber Security Analyst,546,$95K,"Complete a bachelor degree in computer science, cyber security, information technology or a related field."
3/04/2023 17:15,Information & Communication Technology careers,Data Analyst,"5,192",$100K,"Complete a bachelor degree in a relevant discipline, such as computer science, information technology, mathematics, statistics or business analytics. "
3/04/2023 17:15,Information & Communication Technology careers,Data Architect,917,$175K,Complete a Bachelor of Science (Data Science) or a Bachelor of Computer Science. This is a three-year course of full-time study. 
3/04/2023 17:15,Information & Communication Technology careers,Data Consultant,63,$115K,no data
3/04/2023 17:15,Information & Communication Technology careers,Data Developer,112,$110K,no data
3/04/2023 17:15,Information & Communication Technology careers,Data Engineer,"1,463",$130K,Complete a bachelor degree in computer science. This is typically a three–year course of full–time study.
3/04/2023 17:15,Information & Communication Technology careers,Data Manager,793,$125K,no data
3/04/2023 17:15,Information & Communication Technology careers,Data Officer,125,$80K,no data
3/04/2023 17:15,Information & Communication Technology careers,Data Specialist,243,$100K,no data
3/04/2023 17:15,Information & Communication Technology careers,Data Warehouse Developer,94,$135K,no data
3/04/2023 17:16,Information & Communication Technology careers,Data Warehouse Specialist,69,N/A,no data
3/04/2023 17:16,Information & Communication Technology careers,Database Administrator,356,$110K,"Complete a qualification in Information Technology. This could be a Certificate IV in Information Technology (ICT40120), a Diploma of Information Technology (ICT50220), or a bachelor degree majoring in Information Technology."
3/04/2023 17:16,Information & Communication Technology careers,Database Developer,275,$120K,"Complete a qualification in computer science with a focus on software development. This could be a certificate, diploma or a bachelor degree."
3/04/2023 17:16,Information & Communication Technology careers,Delivery Consultant,85,$80K,no data
3/04/2023 17:16,Information & Communication Technology careers,Delivery Director,66,$315K,no data
3/04/2023 17:16,Information & Communication Technology careers,Delivery Engineer,895,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Delivery Lead,"2,591",$145K,no data
3/04/2023 17:16,Information & Communication Technology careers,Delivery Manager,"2,597",$140K,"Complete a bachelor degree in business, commerce, IT or a related field. This usually takes three years of full-time study."
3/04/2023 17:16,Information & Communication Technology careers,Deployment Engineer,65,$120K,no data
3/04/2023 17:16,Information & Communication Technology careers,Design Specialist,89,$100K,no data
3/04/2023 17:16,Information & Communication Technology careers,Design Team Leader,576,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Desktop Support Specialist,511,$75K,no data
3/04/2023 17:16,Information & Communication Technology careers,DevOps Engineer,"2,096",$135K,Complete a Bachelor of Computer Science or a related degree that focuses on software development. 
3/04/2023 17:16,Information & Communication Technology careers,Developer,"9,167",$115K,Complete a qualification in computer science with a focus on software development.
3/04/2023 17:16,Sales careers,Development Specialist,135,$100K,no data
3/04/2023 17:16,Information & Communication Technology careers,Development Team Leader,"2,702",$110K,no data
3/04/2023 17:16,Information & Communication Technology careers,Digital Business Analyst,"1,139",$130K,"Complete a bachelor degree in IT, business, marketing or a related field. Aim to secure an internship while studying to gain industry experience.  "
3/04/2023 17:16,Information & Communication Technology careers,Digital Project Manager,"2,208",$105K,Consider training in the Agile project management methodology to become a Scrum Master. Agile is the project management methodology of choice in the digital industry.
3/04/2023 17:16,Information & Communication Technology careers,Domain Architect,372,$173K,no data
3/04/2023 17:16,Information & Communication Technology careers,Drupal Developer,9,$133K,no data
3/04/2023 17:16,Information & Communication Technology careers,Engagement Manager,57,$110K,no data
3/04/2023 17:16,Information & Communication Technology careers,Engineer,"12,482",$105K,"Decide on what type of Engineer you want to be. Although many of the skills of an Engineer are transferable between disciplines, it is recommended that you choose a specialisation early, in order to better focus your studies and training."
3/04/2023 17:16,Information & Communication Technology careers,Engineering Lead,636,$168K,no data
3/04/2023 17:16,Information & Communication Technology careers,Enterprise Architect,879,$170K,"Get a bachelor or master’s degree in computer science, information technology or a related field. "
3/04/2023 17:16,no data,Experience Consultant,349,$80K,no data
3/04/2023 17:16,Information & Communication Technology careers,Experience Executive,68,$73K,no data
3/04/2023 17:16,Information & Communication Technology careers,Extract Transform Load Developer,23,$120K,no data
3/04/2023 17:16,Information & Communication Technology careers,Field Engineer,990,$93K,no data
3/04/2023 17:16,Information & Communication Technology careers,Firmware Engineer,122,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Front End Developer,"2,282",$115K,"Complete a qualification in Computer Science with a focus on Software Development. This could be a Certificate IV in Information Technology (Programming) (ICT40120), a Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in Software Development."
3/04/2023 17:16,Information & Communication Technology careers,Full Stack Developer,"1,283",$120K,"Complete a relevant qualification. This could be a Certificate IV in Information Technology (Programming) (ICT40120), Diploma of Information Technology (Back End Web Development) (ICT50220) or Diploma of Information Technology (Front End Web Development) (ICT50220).  Alternatively, you could complete a more advanced qualification, such as a bachelor degree in IT or computer science. "
3/04/2023 17:16,Information & Communication Technology careers,Functional Analyst,158,$120K,no data
3/04/2023 17:16,Information & Communication Technology careers,Functional Consultant,196,$150K,no data
3/04/2023 17:16,Information & Communication Technology careers,Functional Specialist,40,$140K,no data
3/04/2023 17:16,Science & Technology careers,Game Designer,228,$80K,"Undertake a qualification in the area of game design. This is commonly a Certificate IV in Information Technology (Gaming Development) (ICT40120) or a 
Diploma of Information Technology (ICT50220)."
3/04/2023 17:16,Information & Communication Technology careers,Game Developer,786,$100K,The technology in use in the gaming industry evolves constantly. It is important to keep up to date with the programming languages and game engines that are currently in use in the industry and aim to specialise in one of the in-demand programming languages.
3/04/2023 17:16,Trades & Services careers,Hardware Technician,79,$65K,no data
3/04/2023 17:16,Information & Communication Technology careers,Helpdesk Analyst,"1,409",$68K,no data
3/04/2023 17:16,Information & Communication Technology careers,Helpdesk Coordinator,2,$65K,no data
3/04/2023 17:16,Information & Communication Technology careers,Helpdesk Manager,120,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Helpdesk Officer,"1,320",$65K,no data
3/04/2023 17:16,Information & Communication Technology careers,Helpdesk Operator,303,$60K,no data
3/04/2023 17:16,Information & Communication Technology careers,Helpdesk Team Leader,226,N/A,no data
3/04/2023 17:16,Information & Communication Technology careers,Helpdesk Technician,75,$65K,no data
3/04/2023 17:16,Information & Communication Technology careers,IT Business Analyst,"2,150",$105K,"Complete a bachelor degree in business administration, information systems or a related field. Alternatively, for students with previous tertiary qualifications in an unrelated field, complete a postgraduate qualification in business administration or a similar discipline."
3/04/2023 17:16,Information & Communication Technology careers,IT Consultant,260,$90K,Complete a bachelor degree majoring in Information Technology. This is usually a three–year course of study.
3/04/2023 17:16,Information & Communication Technology careers,IT Manager,"3,568",$130K,"Complete a bachelor degree in computer science, information technology, IT project management or a related field."
3/04/2023 17:16,Information & Communication Technology careers,IT Project Manager,"3,770",$135K,Consider completing an undergraduate degree such as the Bachelor of Information Technology or Bachelor of Computer Science.
3/04/2023 17:16,Information & Communication Technology careers,IT Service Desk Analyst,"1,490",$70K,no data
3/04/2023 17:16,Information & Communication Technology careers,IT Support Engineer,"2,136",$78K,no data
3/04/2023 17:16,Information & Communication Technology careers,IT Support Officer,"1,414",$73K,"Complete a qualification in information technology, or information technology support, such a Diploma of Information Technology (ICT50115) or a Bachelor of Information Technology. You’ll usually need a senior secondary school certificate or equivalent to gain entry."
3/04/2023 17:16,Information & Communication Technology careers,IT Support Technician,"1,331",$68K,"Complete a qualification in information technology, or information technology support, such a Diploma of Information Technology (ICT50115) or a Bachelor of Information Technology. You’ll usually need a senior secondary school certificate or equivalent to gain entry."
3/04/2023 17:16,Information & Communication Technology careers,IT Technician,602,$68K,Complete a qualification in Information Technology. This could be the Diploma of Information Technology (ICT50118) or a Bachelor of Information Technology.
3/04/2023 17:16,Information & Communication Technology careers,Implementation Consultant,251,$120K,no data
3/04/2023 17:16,Information & Communication Technology careers,Implementation Engineer,110,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Implementation Manager,222,$128K,no data
3/04/2023 17:16,Information & Communication Technology careers,Implementation Specialist,38,$80K,no data
3/04/2023 17:16,Information & Communication Technology careers,Incident Manager,237,$130K,no data
3/04/2023 17:16,Information & Communication Technology careers,Incident and Problem Manager,300,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Information Analyst,71,$95K,no data
3/04/2023 17:16,Information & Communication Technology careers,Information Management Manager,513,N/A,no data
3/04/2023 17:16,Information & Communication Technology careers,Information Manager,233,$130K,no data
3/04/2023 17:16,Information & Communication Technology careers,Information Security Analyst,276,$105K,"Complete a bachelor degree in computer science, programming, or a related field."
3/04/2023 17:16,Information & Communication Technology careers,Information Technology Director,186,$165K,no data
3/04/2023 17:16,Information & Communication Technology careers,Information Technology Specialist,618,$60K,no data
3/04/2023 17:16,Information & Communication Technology careers,Infrastructure Analyst,50,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Infrastructure Architect,"1,061",$175K,no data
3/04/2023 17:16,Information & Communication Technology careers,Infrastructure Consultant,9,$125K,no data
3/04/2023 17:16,Information & Communication Technology careers,Infrastructure Engineer,"2,175",$125K,no data
3/04/2023 17:16,Information & Communication Technology careers,Infrastructure Lead,220,$130K,no data
3/04/2023 17:16,Information & Communication Technology careers,Infrastructure Manager,403,$130K,no data
3/04/2023 17:16,Engineering careers,Infrastructure Officer,14,$88K,no data
3/04/2023 17:16,Information & Communication Technology careers,Infrastructure Project Manager,"1,845",$140K,"Obtain a White Card. You can apply for a White Card online, and it is mandatory to hold one in order to work on a construction site in Australia."
3/04/2023 17:16,Information & Communication Technology careers,Infrastructure Specialist,48,$110K,no data
3/04/2023 17:16,Consulting & Strategy careers,Innovation Officer,4,N/A,no data
3/04/2023 17:16,Marketing & Communications careers,Insights Analyst,259,$110K,no data
3/04/2023 17:16,Information & Communication Technology careers,Integration Analyst,45,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Integration Consultant,24,$140K,no data
3/04/2023 17:16,Information & Communication Technology careers,Integration Developer,383,$130K,no data
3/04/2023 17:16,Information & Communication Technology careers,Integration Engineer,147,$135K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Software Engineering. This usually takes three to four years of full-time study. "
3/04/2023 17:16,Information & Communication Technology careers,Integration Manager,65,$160K,no data
3/04/2023 17:16,Information & Communication Technology careers,Integration Specialist,72,$125K,no data
3/04/2023 17:16,Information & Communication Technology careers,Intelligence Manager,23,$140K,no data
3/04/2023 17:16,Information & Communication Technology careers,Java Developer,"2,342",$135K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Software Engineering (Honours). Alternatively, a VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role."
3/04/2023 17:16,Information & Communication Technology careers,Java Engineer,118,$140K,no data
3/04/2023 17:16,Information & Communication Technology careers,JavaScript Developer,749,$115K,Complete a qualification in Computer Science with a focus on software development. This could be a Diploma of Information Technology (ICT50115) or a Bachelor degree majoring in Software Development.
3/04/2023 17:16,Information & Communication Technology careers,Licensing Specialist,2,N/A,no data
3/04/2023 17:16,Information & Communication Technology careers,Magento Developer,11,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Management Analyst,199,$100K,no data
3/04/2023 17:16,Information & Communication Technology careers,Mobile Application Developer,301,$130K,"Complete a relevant degree, such as a Bachelor of Computer Science or Bachelor of Software Engineering. This usually takes three to four years of full-time study.  "
3/04/2023 17:16,Information & Communication Technology careers,Mobile Developer,312,$135K,no data
3/04/2023 17:16,Information & Communication Technology careers,Monitoring Engineer,30,$110K,no data
3/04/2023 17:16,Information & Communication Technology careers,Network Administrator,"1,256",$90K,"Complete a relevant qualification such as a Diploma of Information Technology (Advanced Networking) (ICT50220), or a bachelor degree in information technology or computer science.  "
3/04/2023 17:16,Information & Communication Technology careers,Network Architect,902,$150K,no data
3/04/2023 17:16,Information & Communication Technology careers,Network Consultant,118,$148K,no data
3/04/2023 17:16,Information & Communication Technology careers,Network Engineer,"3,885",$120K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Systems or Bachelor of Information Technology. If you have a previous tertiary qualification in another discipline, consider completing a postgraduate degree in information technology or networking. "
3/04/2023 17:16,Information & Communication Technology careers,Network Specialist,"1,053",$110K,"Complete a bachelor degree in information technology, computer science or a similar field. This usually takes three years. "
3/04/2023 17:16,Information & Communication Technology careers,Network Technician,378,$85K,no data
3/04/2023 17:16,Information & Communication Technology careers,Network and Systems Engineer,"1,426",$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Operations Engineer,213,$115K,no data
3/04/2023 17:16,Information & Communication Technology careers,Operations Lead,221,$125K,no data
3/04/2023 17:16,Information & Communication Technology careers,Operations Specialist,191,N/A,no data
3/04/2023 17:16,Information & Communication Technology careers,Optimisation Analyst,7,$110K,no data
3/04/2023 17:16,Information & Communication Technology careers,Optimisation Specialist,6,$110K,no data
3/04/2023 17:16,Information & Communication Technology careers,PHP Developer,"1,065",$108K,"Complete a bachelor degree in computer science, IT or software engineering. Alternatively, a VET course such as a Diploma of Information Technology (ICT50220) can introduce you to the basic skills required for the role. "
3/04/2023 17:16,Information & Communication Technology careers,Penetration Tester,603,$120K,"Complete a bachelor degree in cyber security, computer science, information technology or a related field."
3/04/2023 17:16,Human Resources & Recruitment careers,Performance Consultant,17,$105K,no data
3/04/2023 17:16,Information & Communication Technology careers,Performance Engineer,82,$135K,no data
3/04/2023 17:16,Information & Communication Technology careers,Platform Engineer,394,$135K,no data
3/04/2023 17:16,Government & Defence careers,Platform Manager,117,$165K,no data
3/04/2023 17:17,Marketing & Communications careers,Platform Specialist,66,$125K,no data
3/04/2023 17:17,Banking & Financial Services careers,Portfolio Analyst,122,$110K,no data
3/04/2023 17:17,Information & Communication Technology careers,Portfolio Manager,166,$135K,"Complete a bachelor degree in finance, accounting, commerce, economics or business. Selecting subjects that focus on investing, such as risk management, asset management or statistics can give you a solid background in portfolio management. "
3/04/2023 17:17,Insurance & Superannuation careers,Portfolio Specialist,27,$135K,no data
3/04/2023 17:17,Information & Communication Technology careers,Presales Consultant,136,$150K,"Consider completing a relevant qualification. This could be a degree in business or commerce, or a degree related to your field of work, such as a Bachelor of Information Technology or Bachelor of Computer Science. "
3/04/2023 17:17,Information & Communication Technology careers,Presales Engineer,128,$120K,no data
3/04/2023 17:17,Information & Communication Technology careers,Problem Manager,105,$105K,no data
3/04/2023 17:17,Information & Communication Technology careers,Process Analyst,"1,310",$128K,no data
3/04/2023 17:17,Information & Communication Technology careers,Product Analyst,268,$105K,no data
3/04/2023 17:17,Information & Communication Technology careers,Product Designer,"3,440",$125K,"Complete a qualification in Product Design. This may be a Certificate IV in Design (CUA40715), or Bachelor degree majoring in Product Design. Alternatively, if you already have a degree, you can complete a postgraduate qualification in digital product design or product management."
3/04/2023 17:17,Information & Communication Technology careers,Product Lead,568,$138K,no data
3/04/2023 17:17,Marketing & Communications careers,Product Manager,"2,350",$130K,"A qualification in a related discipline may be an advantage, such as IT, computer science, marketing, or business. "
3/04/2023 17:17,Information & Communication Technology careers,Product Owner,"1,028",$145K,"Complete a bachelor degree in information technology, computer science, business or a related field. This usually takes three years of full-time study."
3/04/2023 17:17,Information & Communication Technology careers,Program Analyst,135,$95K,no data
3/04/2023 17:17,Information & Communication Technology careers,Program Coordinator,272,$85K,"Consider completing a vocational qualification in project management, or a bachelor degree in business or economics."
3/04/2023 17:17,Information & Communication Technology careers,Program Director,"2,311",$230K,no data
3/04/2023 17:17,Information & Communication Technology careers,Program Manager,"4,497",$125K,"Complete a bachelor degree in business management or economics or in the industry you plan to enter, such as engineering or computer science."
3/04/2023 17:17,Community Services & Development careers,Programme Coordinator,53,$85K,no data
3/04/2023 17:17,"Advertising, Arts & Media careers",Programmer,"2,070",$75K,"Complete a qualification in computer science with a focus on software development. This could be a Certificate IV in Information Technology (Programming) (ICT40120), a Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in software development."
3/04/2023 17:17,Information & Communication Technology careers,Programmer Analyst,153,$100K,no data
3/04/2023 17:17,Construction careers,Project Coordinator,"2,820",$80K,Complete a qualification in project management. This could be a Certificate IV in Project Management Practice (BSB40920) or a Diploma of Project Management (BSB50820).
3/04/2023 17:17,Information & Communication Technology careers,Project Management Officer,392,$105K,no data
3/04/2023 17:17,Information & Communication Technology careers,Project Manager,"12,288",$135K,Complete a Certificate IV in Project Management Practice (BSB40920). This certificate will prepare you to work as a part of a project team.
3/04/2023 17:17,Administration & Office Support careers,Project Support Officer,988,$80K,"Consider completing a vocational qualification, such as a Certificate IV in Project Management Practice (BSB40920), or a Diploma of Project Management (BSB50820). These courses provide practical skills and knowledge to prepare you for a career in project management. Alternatively, a short course may provide you with basic knowledge and skills."
3/04/2023 17:17,Information & Communication Technology careers,Python Developer,"1,294",$130K,no data
3/04/2023 17:17,Information & Communication Technology careers,Quality Analyst,"1,422",$95K,no data
3/04/2023 17:17,Information & Communication Technology careers,Quality Assurance Engineer,378,$100K,no data
3/04/2023 17:17,"Manufacturing, Transport & Logistics careers",Quality Engineer,906,$115K,no data
3/04/2023 17:17,Information & Communication Technology careers,Report Developer,59,$125K,no data
3/04/2023 17:17,Information & Communication Technology careers,Reporting Administrator,84,$75K,no data
3/04/2023 17:17,no data,Reporting Analyst,-,$95K,no data
3/04/2023 17:17,Information & Communication Technology careers,Reporting Manager,"2,679",$145K,no data
3/04/2023 17:17,Information & Communication Technology careers,Reporting Specialist,53,$100K,no data
3/04/2023 17:17,Information & Communication Technology careers,Resource Manager,417,$125K,no data
3/04/2023 17:17,Information & Communication Technology careers,SQL Developer,"1,950",$115K,Complete a qualification such a Diploma of Software Development (ICT50715) or a Bachelor degree majoring in Software Development.
3/04/2023 17:17,Information & Communication Technology careers,Safety Engineer,24,$130K,no data
3/04/2023 17:17,Information & Communication Technology careers,Salesforce Administrator,211,$100K,no data
3/04/2023 17:17,Information & Communication Technology careers,Salesforce Developer,894,$135K,"Complete a degree in computer science or information technology. Alternatively, a bootcamp or intensive short course may provide you with relevant skills."
3/04/2023 17:17,Information & Communication Technology careers,Scrum Master,663,$140K,"Complete a relevant qualification such as a bachelor degree in business, IT or a related field."
3/04/2023 17:17,Information & Communication Technology careers,Search Engine Optimisation Specialist,57,$85K,"Complete a bachelor degree in IT, marketing, commerce or a related field. This usually takes three years of full-time study."
3/04/2023 17:17,Information & Communication Technology careers,Security Administrator,48,$115K,no data
3/04/2023 17:17,Trades & Services careers,Security Adviser,31,$95K,no data
3/04/2023 17:17,Information & Communication Technology careers,Security Analyst,681,N/A,"Complete a bachelor degree in computer science, information technology, cybersecurity or a related field. "
3/04/2023 17:17,Information & Communication Technology careers,Security Architect,693,$150K,no data
3/04/2023 17:17,Information & Communication Technology careers,Security Consultant,576,$155K,no data
3/04/2023 17:17,Information & Communication Technology careers,Security Engineer,659,$130K,no data
3/04/2023 17:17,Information & Communication Technology careers,Security Specialist,316,$130K,no data
3/04/2023 17:17,Information & Communication Technology careers,Server Engineer,624,$110K,no data
3/04/2023 17:17,Information & Communication Technology careers,Service Delivery Analyst,412,$90K,no data
3/04/2023 17:17,Call Centre & Customer Service careers,Service Delivery Officer,341,$60K,no data
3/04/2023 17:17,Information & Communication Technology careers,Service Desk Analyst,"2,529",$70K,"Complete a bachelor degree in computer science or information technology. This usually takes three years of full-time study. Alternatively, you could complete a VET qualification, such as a Certificate IV in Information Technology (Systems Administration Support). Courses accredited by the Australia Computer Society are internationally recognised and may offer future opportunities for certification and upskilling."
3/04/2023 17:17,Information & Communication Technology careers,Service Desk Consultant,130,$70K,no data
3/04/2023 17:17,Information & Communication Technology careers,Service Desk Manager,983,$115K,no data
3/04/2023 17:17,Information & Communication Technology careers,Service Desk Officer,"1,488",$68K,"Complete a qualification in IT. This could be a Certificate IV in Information Technology (ICT40120), which usually takes one year. Alternatively, complete a degree in information technology, computer science or a related field, which usually takes three years and may provide broader career options. "
3/04/2023 17:17,Information & Communication Technology careers,Service Desk Technician,"1,713",$65K,no data
3/04/2023 17:17,Information & Communication Technology careers,Service Director,336,$145K,no data
3/04/2023 17:17,Hospitality & Tourism careers,Service Operator,60,$75K,no data
3/04/2023 17:17,Information & Communication Technology careers,Sitecore Developer,37,$130K,Complete a Bachelor of Computer Science or Bachelor of Information Technology. This usually takes three years of full-time study.  
3/04/2023 17:17,Information & Communication Technology careers,Software Architect,411,$155K,"Complete a bachelor degree in computer science, software engineering or a related field. This usually takes three to four years of full-time study."
3/04/2023 17:17,Information & Communication Technology careers,Software Developer,"3,991",$100K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Engineering (Software) (Honours). Alternatively, a VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role."
3/04/2023 17:17,Information & Communication Technology careers,Software Engineer,"3,637",$120K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science or Bachelor of Software Engineering. Alternatively, a bootcamp or intensive short course can introduce you to the fundamentals. Degrees accredited by the Australian Computer Society are internationally recognised and may offer future opportunities for certification and upskilling."
3/04/2023 17:17,Information & Communication Technology careers,Solutions Analyst,210,$115K,no data
3/04/2023 17:17,Information & Communication Technology careers,Solutions Architect,"1,140",$165K,"Complete a bachelor degree in a relevant field, such as information technology, information systems, software engineering or computer science."
3/04/2023 17:17,Information & Communication Technology careers,Solutions Consultant,148,$115K,no data
3/04/2023 17:17,Information & Communication Technology careers,Solutions Designer,"4,834",$150K,"Complete a bachelor degree in a relevant field, such as information technology, information systems, software engineering or computer science. "
3/04/2023 17:17,Information & Communication Technology careers,Solutions Developer,261,$110K,no data
3/04/2023 17:17,Information & Communication Technology careers,Solutions Engineer,705,$125K,"Complete a bachelor degree in computer science, information technology or software engineering. This usually takes three to four years.  "
3/04/2023 17:17,Information & Communication Technology careers,Solutions Manager,269,$145K,no data
