date,industry,name,opportunities,salary,qualification,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Security Specialist,317,$130K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Server Engineer,604,$110K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Service Delivery Analyst,410,$90K,no data,,,,,,
2/04/2023 22:54,Call Centre & Customer Service careers,Service Delivery Officer,345,$60K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Service Desk Analyst,"2,531",$70K,"Complete a bachelor degree in computer science or information technology. This usually takes three years of full-time study. Alternatively, you could complete a VET qualification, such as a Certificate IV in Information Technology (Systems Administration Support). Courses accredited by the Australia Computer Society are internationally recognised and may offer future opportunities for certification and upskilling.",,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Service Desk Consultant,138,$70K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Service Desk Manager,995,$115K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Service Desk Officer,"1,498",$68K,"Complete a qualification in IT. This could be a Certificate IV in Information Technology (ICT40120), which usually takes one year. Alternatively, complete a degree in information technology, computer science or a related field, which usually takes three years and may provide broader career options. ",,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Service Desk Technician,"1,738",$65K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Service Director,343,$145K,no data,,,,,,
2/04/2023 22:54,Hospitality & Tourism careers,Service Operator,56,$75K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Sitecore Developer,37,$130K,Complete a Bachelor of Computer Science or Bachelor of Information Technology. This usually takes three years of full-time study.  ,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Software Architect,408,$155K,"Complete a bachelor degree in computer science, software engineering or a related field. This usually takes three to four years of full-time study.",,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Software Developer,"3,967",$100K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Engineering (Software) (Honours). Alternatively, a VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role.",,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Software Engineer,"3,672",$120K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science or Bachelor of Software Engineering. Alternatively, a bootcamp or intensive short course can introduce you to the fundamentals. Degrees accredited by the Australian Computer Society are internationally recognised and may offer future opportunities for certification and upskilling.",,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Solutions Analyst,212,$115K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Solutions Architect,"1,121",$165K,"Complete a bachelor degree in a relevant field, such as information technology, information systems, software engineering or computer science.",,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Solutions Consultant,149,$115K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Solutions Designer,"4,802",$150K,"Complete a bachelor degree in a relevant field, such as information technology, information systems, software engineering or computer science. ",,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Solutions Developer,252,$110K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Solutions Engineer,695,$125K,"Complete a bachelor degree in computer science, information technology or software engineering. This usually takes three to four years.  ",,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Solutions Manager,274,$145K,no data,,,,,,
2/04/2023 22:54,Information & Communication Technology careers,Support Analyst,"4,139",$85K,"Complete a tertiary qualification in IT. This could be a Certificate IV in Information Technology (ICT40120) or a Diploma of Information Technology (ICT50220), which usually take one year. Alternatively, complete a bachelor degree in IT or a related field. This usually takes three years.  ",,,,,,
2/04/2023 22:54,Community Services & Development careers,Support Assistant,302,$63K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Support Consultant,"3,788",$75K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Support Developer,244,$85K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Support Engineer,"3,797",$85K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Support Executive,100,$63K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Support Practitioner,188,$90K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Support Representative,90,$63K,no data,,,,,,
2/04/2023 22:55,Call Centre & Customer Service careers,Support Specialist,"1,442",$80K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Support Team Leader,"3,469",$95K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Support Technician,"3,046",$73K,Undertake formal qualifications in information technology. This may be through a VET (Vocational Education and Training) course such as a Diploma of Information Technology (ICT50118) or a university degree such as the Bachelor of Information Technology.,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Systems Administrator,"1,534",$100K,"Complete a qualification in Information Technology. This could be a Certificate IV in Information Technology (Systems Administration Support) (ICT40120), a Diploma of Information Technology (ICT50118) or a bachelor degree majoring in information technology.",,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Systems Analyst,"1,545",$105K,"Complete a Diploma of Information Technology (Systems Analysis) (ICT50220), or an undergraduate degree such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Business Administration.",,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Systems Architect,114,$155K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Systems Consultant,33,$110K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Systems Coordinator,19,$90K,no data,,,,,,
2/04/2023 22:55,Engineering careers,Systems Engineer,"5,372",$115K,"Complete a bachelor degree in computer science, IT, software engineering, mechanical engineering or a related field.",,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Systems Manager,292,$130K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Systems Officer,77,$95K,no data,,,,,,
2/04/2023 22:55,"Farming, Animals & Conservation careers",Systems Operator,18,$78K,no data,,,,,,
2/04/2023 22:55,"Manufacturing, Transport & Logistics careers",Systems Specialist,"2,359",$110K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Systems Team Leader,526,$110K,no data,,,,,,
2/04/2023 22:55,Trades & Services careers,Systems Technician,156,$115K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,TM1 Consultant,3,N/A,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Technical Analyst,680,$100K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Technical Architect,532,$165K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Technical Business Analyst,"2,634",$125K,"Complete a degree relevant to your chosen field of work. This could be a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Commerce.",,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Technical Consultant,229,$130K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science or Bachelor of Information Technology. This usually takes three years of full-time study.",,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Technical Lead,"1,396",$160K,"Complete a bachelor degree in a relevant field, such as computer science, IT or software development.",,,,,,
2/04/2023 22:55,"Manufacturing, Transport & Logistics careers",Technical Manager,761,$130K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Technical Support Specialist,"1,265",$75K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Technical Writer,"1,253",$105K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Technology Analyst,118,$93K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Technology Consultant,74,$105K,no data,,,,,,
2/04/2023 22:55,"Mining, Resources & Energy careers",Technology Manager,366,$150K,no data,,,,,,
2/04/2023 22:55,Education & Training careers,Technology Officer,108,$85K,no data,,,,,,
2/04/2023 22:55,Education & Training careers,Technology Specialist,300,$115K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Telecommunications Engineer,519,$80K,Complete a Bachelor of Engineering majoring in Telecommunications Engineering.,,,,,,
2/04/2023 22:55,Trades & Services careers,Telecommunications Technician,"1,376",$68K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Test Consultant,"1,299",$115K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Test Manager,"1,412",$143K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Test Specialist,34,$113K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Tester,"4,133",$90K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Testing Analyst,"1,809",$105K,Complete a relevant bachelor degree. This could be a Bachelor of Computer Science or Bachelor of Information Technology. A VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role. ,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Testing Engineer,"1,811",$120K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Transformation Manager,149,$140K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Transition Manager,34,$120K,no data,,,,,,
2/04/2023 22:55,Human Resources & Recruitment careers,Transition Specialist,9,$108K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,User Experience Designer,396,$120K,"Develop an eye for design, an understanding of design principles, and learn to identify strengths and weaknesses in user experiences. Consider a short course in UX design, or seek out online or in-person groups to network with other designers and learn from their expertise.",,,,,,
2/04/2023 22:55,Design & Architecture careers,User Experience and Interface Designer,213,$115K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,User Interface Designer,170,$105K,"Consider completing a short course in graphic design, web design or UX. Alternatively, you can complete a Graduate Certificate in User Experience Design.",,,,,,
2/04/2023 22:55,Information & Communication Technology careers,User Interface Developer,305,$125K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Vendor Manager,59,$135K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Vice President,22,$185K,no data,,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Voice Engineer,42,$115K,no data,,,,,,
2/04/2023 22:55,Design & Architecture careers,Web Designer,"1,719",$70K,"Complete a qualification in Web Design. This may be a Certificate IV in Information Technology (Web Development) (ICT40120) or 
Certificate IV in Information Technology (ICT40120), 
Diploma of Information Technology (ICT50220) or Bachelor degree majoring in Web Design.",,,,,,
2/04/2023 22:55,Information & Communication Technology careers,Web Developer,"2,493",$95K,"Complete a qualification in computer science with a focus on web development. This could be a Certificate IV in Information Technology (Web Development) (ICT40120), a Diploma of Information Technology (ICT50120), or a Bachelor degree majoring in website development.",,,,,,
