date,industry,name,opportunities,salary,qualification
5/04/2023 15:28,Information & Communication Technology careers,Solutions Engineer,714,$120K,"Complete a bachelor degree in computer science, information technology or software engineering. This usually takes three to four years.  "
5/04/2023 15:28,Information & Communication Technology careers,Solutions Manager,267,$148K,no data
5/04/2023 15:28,Information & Communication Technology careers,Support Analyst,"4,255",$85K,"Complete a tertiary qualification in IT. This could be a Certificate IV in Information Technology (ICT40120) or a Diploma of Information Technology (ICT50220), which usually take one year. Alternatively, complete a bachelor degree in IT or a related field. This usually takes three years.  "
5/04/2023 15:28,Community Services & Development careers,Support Assistant,303,$63K,no data
5/04/2023 15:28,Information & Communication Technology careers,Support Consultant,"3,870",$70K,no data
5/04/2023 15:28,Information & Communication Technology careers,Support Developer,258,$105K,no data
5/04/2023 15:28,Information & Communication Technology careers,Support Engineer,"3,865",$90K,no data
5/04/2023 15:28,Information & Communication Technology careers,Support Executive,104,$63K,no data
5/04/2023 15:28,Information & Communication Technology careers,Support Practitioner,209,$90K,no data
5/04/2023 15:28,Information & Communication Technology careers,Support Representative,91,$65K,no data
5/04/2023 15:28,Call Centre & Customer Service careers,Support Specialist,"1,492",$75K,no data
5/04/2023 15:28,Information & Communication Technology careers,Support Team Leader,"3,574",$95K,no data
5/04/2023 15:28,Information & Communication Technology careers,Support Technician,"3,127",$73K,Undertake formal qualifications in information technology. This may be through a VET (Vocational Education and Training) course such as a Diploma of Information Technology (ICT50118) or a university degree such as the Bachelor of Information Technology.
5/04/2023 15:28,Information & Communication Technology careers,Systems Administrator,"1,597",$100K,"Complete a qualification in Information Technology. This could be a Certificate IV in Information Technology (Systems Administration Support) (ICT40120), a Diploma of Information Technology (ICT50118) or a bachelor degree majoring in information technology."
5/04/2023 15:28,Information & Communication Technology careers,Systems Analyst,"1,582",$105K,"Complete a Diploma of Information Technology (Systems Analysis) (ICT50220), or an undergraduate degree such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Business Administration."
5/04/2023 15:28,Information & Communication Technology careers,Systems Architect,130,$150K,no data
5/04/2023 15:28,Information & Communication Technology careers,Systems Consultant,37,$110K,no data
5/04/2023 15:28,Information & Communication Technology careers,Systems Coordinator,17,$90K,no data
5/04/2023 15:28,Engineering careers,Systems Engineer,"5,587",$115K,"Complete a bachelor degree in computer science, IT, software engineering, mechanical engineering or a related field."
5/04/2023 15:28,Information & Communication Technology careers,Systems Manager,305,$130K,no data
5/04/2023 15:28,Information & Communication Technology careers,Systems Officer,88,$90K,no data
5/04/2023 15:28,"Farming, Animals & Conservation careers",Systems Operator,15,$78K,no data
5/04/2023 15:28,"Manufacturing, Transport & Logistics careers",Systems Specialist,"2,407",$110K,no data
5/04/2023 15:28,Information & Communication Technology careers,Systems Team Leader,554,N/A,no data
5/04/2023 15:28,Trades & Services careers,Systems Technician,179,$115K,no data
5/04/2023 15:28,Information & Communication Technology careers,TM1 Consultant,1,N/A,no data
5/04/2023 15:28,Information & Communication Technology careers,Technical Analyst,703,$100K,no data
5/04/2023 15:28,Information & Communication Technology careers,Technical Architect,557,$150K,no data
5/04/2023 15:28,Information & Communication Technology careers,Technical Business Analyst,"2,697",$130K,"Complete a degree relevant to your chosen field of work. This could be a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Commerce."
5/04/2023 15:28,Information & Communication Technology careers,Technical Consultant,235,$130K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science or Bachelor of Information Technology. This usually takes three years of full-time study."
5/04/2023 15:28,Information & Communication Technology careers,Technical Lead,"1,434",$160K,"Complete a bachelor degree in a relevant field, such as computer science, IT or software development."
5/04/2023 15:28,"Manufacturing, Transport & Logistics careers",Technical Manager,778,$135K,no data
5/04/2023 15:28,Information & Communication Technology careers,Technical Support Specialist,"1,292",$75K,no data
5/04/2023 15:28,Information & Communication Technology careers,Technical Writer,"1,284",$105K,no data
5/04/2023 15:28,Information & Communication Technology careers,Technology Analyst,118,$93K,no data
5/04/2023 15:28,Information & Communication Technology careers,Technology Consultant,81,$85K,no data
5/04/2023 15:28,"Mining, Resources & Energy careers",Technology Manager,377,$158K,no data
5/04/2023 15:28,Education & Training careers,Technology Officer,127,$80K,no data
5/04/2023 15:28,Education & Training careers,Technology Specialist,290,$120K,no data
5/04/2023 15:28,Information & Communication Technology careers,Telecommunications Engineer,524,$70K,Complete a Bachelor of Engineering majoring in Telecommunications Engineering.
5/04/2023 15:28,Trades & Services careers,Telecommunications Technician,"1,424",$68K,no data
5/04/2023 15:28,Information & Communication Technology careers,Test Consultant,"1,377",$115K,no data
5/04/2023 15:28,Information & Communication Technology careers,Test Manager,"1,480",$148K,no data
5/04/2023 15:28,Information & Communication Technology careers,Test Specialist,27,$110K,no data
5/04/2023 15:29,Information & Communication Technology careers,Tester,"4,293",$110K,no data
5/04/2023 15:29,Information & Communication Technology careers,Testing Analyst,"1,895",$100K,Complete a relevant bachelor degree. This could be a Bachelor of Computer Science or Bachelor of Information Technology. A VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role. 
5/04/2023 15:29,Information & Communication Technology careers,Testing Engineer,"1,898",$110K,no data
5/04/2023 15:29,Information & Communication Technology careers,Transformation Manager,160,$140K,no data
5/04/2023 15:29,Information & Communication Technology careers,Transition Manager,40,$125K,no data
5/04/2023 15:29,Human Resources & Recruitment careers,Transition Specialist,6,$98K,no data
5/04/2023 15:29,Information & Communication Technology careers,User Experience Designer,400,$115K,"Develop an eye for design, an understanding of design principles, and learn to identify strengths and weaknesses in user experiences. Consider a short course in UX design, or seek out online or in-person groups to network with other designers and learn from their expertise."
5/04/2023 15:29,Design & Architecture careers,User Experience and Interface Designer,216,$110K,no data
5/04/2023 15:29,Information & Communication Technology careers,User Interface Designer,170,$105K,"Consider completing a short course in graphic design, web design or UX. Alternatively, you can complete a Graduate Certificate in User Experience Design."
5/04/2023 15:29,Information & Communication Technology careers,User Interface Developer,309,$125K,no data
5/04/2023 15:29,Information & Communication Technology careers,Vendor Manager,60,$135K,no data
5/04/2023 15:29,Information & Communication Technology careers,Vice President,22,$185K,no data
5/04/2023 15:29,Information & Communication Technology careers,Voice Engineer,41,$115K,no data
5/04/2023 15:29,Design & Architecture careers,Web Designer,-,$70K,"Complete a qualification in Web Design. This may be a Certificate IV in Information Technology (Web Development) (ICT40120) or 
Certificate IV in Information Technology (ICT40120), 
Diploma of Information Technology (ICT50220) or Bachelor degree majoring in Web Design."
5/04/2023 15:29,Information & Communication Technology careers,Web Developer,"2,547",$95K,"Complete a qualification in computer science with a focus on web development. This could be a Certificate IV in Information Technology (Web Development) (ICT40120), a Diploma of Information Technology (ICT50120), or a Bachelor degree majoring in website development."
