date,industry,name,opportunities,salary,qualification
5/04/2023 15:26,Information & Communication Technology careers,Change Manager,"1,762",$130K,"Complete a bachelor degree in business, business administration, commerce, change management or a related field."
5/04/2023 15:26,Consulting & Strategy careers,Change and Communications Manager,"1,510",$135K,no data
5/04/2023 15:26,Information & Communication Technology careers,Change and Release Manager,840,$120K,no data
5/04/2023 15:26,Information & Communication Technology careers,Chief Information Officer,276,$210K,"Complete a degree in computer science, software engineering or a related field. These are usually three-year course of full-time study, with prerequisites including completion of Australian Year 12 (or equivalent) and required units or assumed knowledge in English and mathematics."
5/04/2023 15:26,Information & Communication Technology careers,Chief Technology Officer,163,$230K,"Complete a degree in computer science, software engineering or a related field. These are usually three-year course of full-time study, with prerequisites including completion of Australian Year 12 (or equivalent) and required units or assumed knowledge in English and mathematics."
5/04/2023 15:26,Information & Communication Technology careers,Cloud Architect,871,$170K,no data
5/04/2023 15:26,Information & Communication Technology careers,Cloud Consultant,53,$155K,no data
5/04/2023 15:26,Information & Communication Technology careers,Cloud Developer,61,N/A,no data
5/04/2023 15:26,Information & Communication Technology careers,Cloud Engineer,"1,305",$130K,no data
5/04/2023 15:26,Information & Communication Technology careers,Cloud Specialist,53,N/A,no data
5/04/2023 15:26,Trades & Services careers,Communications Technician,501,$95K,no data
5/04/2023 15:26,Information & Communication Technology careers,Computer Engineer,633,N/A,"Complete a qualification in computer engineering. This could be a 
Certificate IV in Information Technology (ICT40120), a 
Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in computer engineering."
5/04/2023 15:26,Information & Communication Technology careers,Computer Technician,588,$55K,"Complete a bachelor degree in information technology, computer science or a related field.  "
5/04/2023 15:26,Information & Communication Technology careers,Configuration Specialist,22,$115K,no data
5/04/2023 15:26,Marketing & Communications careers,Content Administrator,4,$65K,no data
5/04/2023 15:26,Information & Communication Technology careers,Content Developer,26,$80K,no data
5/04/2023 15:26,Information & Communication Technology careers,Customer Relationship Management Developer,108,$115K,no data
5/04/2023 15:26,Information & Communication Technology careers,Cyber Security Analyst,547,$90K,"Complete a bachelor degree in computer science, cyber security, information technology or a related field."
5/04/2023 15:26,Information & Communication Technology careers,Data Analyst,"5,403",$100K,"Complete a bachelor degree in a relevant discipline, such as computer science, information technology, mathematics, statistics or business analytics. "
5/04/2023 15:26,Information & Communication Technology careers,Data Architect,939,$175K,Complete a Bachelor of Science (Data Science) or a Bachelor of Computer Science. This is a three-year course of full-time study. 
5/04/2023 15:26,Information & Communication Technology careers,Data Consultant,68,$115K,no data
5/04/2023 15:26,Information & Communication Technology careers,Data Developer,117,$115K,no data
5/04/2023 15:26,Information & Communication Technology careers,Data Engineer,"1,509",$130K,Complete a bachelor degree in computer science. This is typically a three–year course of full–time study.
5/04/2023 15:26,Information & Communication Technology careers,Data Manager,827,$110K,no data
5/04/2023 15:26,Information & Communication Technology careers,Data Officer,130,$80K,no data
5/04/2023 15:26,Information & Communication Technology careers,Data Specialist,246,$95K,no data
5/04/2023 15:26,Information & Communication Technology careers,Data Warehouse Developer,95,$135K,no data
5/04/2023 15:26,Information & Communication Technology careers,Data Warehouse Specialist,68,N/A,no data
5/04/2023 15:26,Information & Communication Technology careers,Database Administrator,354,$105K,"Complete a qualification in Information Technology. This could be a Certificate IV in Information Technology (ICT40120), a Diploma of Information Technology (ICT50220), or a bachelor degree majoring in Information Technology."
5/04/2023 15:26,Information & Communication Technology careers,Database Developer,277,$125K,"Complete a qualification in computer science with a focus on software development. This could be a certificate, diploma or a bachelor degree."
5/04/2023 15:26,Information & Communication Technology careers,Delivery Consultant,85,$80K,no data
5/04/2023 15:26,Information & Communication Technology careers,Delivery Director,68,$295K,no data
5/04/2023 15:26,Information & Communication Technology careers,Delivery Engineer,942,$105K,no data
5/04/2023 15:26,Information & Communication Technology careers,Delivery Lead,"2,695",$145K,no data
5/04/2023 15:26,Information & Communication Technology careers,Delivery Manager,"2,728",$140K,"Complete a bachelor degree in business, commerce, IT or a related field. This usually takes three years of full-time study."
5/04/2023 15:26,Information & Communication Technology careers,Deployment Engineer,72,$120K,no data
5/04/2023 15:26,Information & Communication Technology careers,Design Specialist,88,$120K,no data
5/04/2023 15:26,Information & Communication Technology careers,Design Team Leader,612,$105K,no data
5/04/2023 15:26,Information & Communication Technology careers,Desktop Support Specialist,527,$75K,no data
5/04/2023 15:26,Information & Communication Technology careers,DevOps Engineer,"2,174",$135K,Complete a Bachelor of Computer Science or a related degree that focuses on software development. 
5/04/2023 15:26,Information & Communication Technology careers,Developer,"9,628",$115K,Complete a qualification in computer science with a focus on software development.
5/04/2023 15:26,Sales careers,Development Specialist,138,$105K,no data
5/04/2023 15:26,Information & Communication Technology careers,Development Team Leader,"2,835",$110K,no data
5/04/2023 15:26,Information & Communication Technology careers,Digital Business Analyst,"1,177",$125K,"Complete a bachelor degree in IT, business, marketing or a related field. Aim to secure an internship while studying to gain industry experience.  "
5/04/2023 15:26,Information & Communication Technology careers,Digital Project Manager,"2,323",$105K,Consider training in the Agile project management methodology to become a Scrum Master. Agile is the project management methodology of choice in the digital industry.
5/04/2023 15:26,Information & Communication Technology careers,Domain Architect,404,$173K,no data
5/04/2023 15:26,Information & Communication Technology careers,Drupal Developer,8,$133K,no data
5/04/2023 15:26,Information & Communication Technology careers,Engagement Manager,62,$110K,no data
5/04/2023 15:26,Information & Communication Technology careers,Engineer,"13,037",$105K,"Decide on what type of Engineer you want to be. Although many of the skills of an Engineer are transferable between disciplines, it is recommended that you choose a specialisation early, in order to better focus your studies and training."
5/04/2023 15:26,Information & Communication Technology careers,Engineering Lead,672,$165K,no data
5/04/2023 15:26,Information & Communication Technology careers,Enterprise Architect,918,$170K,"Get a bachelor or master’s degree in computer science, information technology or a related field. "
5/04/2023 15:26,no data,Experience Consultant,366,$75K,no data
5/04/2023 15:26,Information & Communication Technology careers,Experience Executive,64,$73K,no data
5/04/2023 15:26,Information & Communication Technology careers,Extract Transform Load Developer,20,$120K,no data
5/04/2023 15:26,Information & Communication Technology careers,Field Engineer,"1,043",$90K,no data
5/04/2023 15:26,Information & Communication Technology careers,Firmware Engineer,121,$105K,no data
5/04/2023 15:26,Information & Communication Technology careers,Front End Developer,"2,319",$105K,"Complete a qualification in Computer Science with a focus on Software Development. This could be a Certificate IV in Information Technology (Programming) (ICT40120), a Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in Software Development."
5/04/2023 15:26,Information & Communication Technology careers,Full Stack Developer,"1,301",$120K,"Complete a relevant qualification. This could be a Certificate IV in Information Technology (Programming) (ICT40120), Diploma of Information Technology (Back End Web Development) (ICT50220) or Diploma of Information Technology (Front End Web Development) (ICT50220).  Alternatively, you could complete a more advanced qualification, such as a bachelor degree in IT or computer science. "
5/04/2023 15:26,Information & Communication Technology careers,Functional Analyst,156,$120K,no data
5/04/2023 15:26,Information & Communication Technology careers,Functional Consultant,199,$140K,no data
5/04/2023 15:26,Information & Communication Technology careers,Functional Specialist,41,$140K,no data
5/04/2023 15:27,Science & Technology careers,Game Designer,238,$80K,"Undertake a qualification in the area of game design. This is commonly a Certificate IV in Information Technology (Gaming Development) (ICT40120) or a 
Diploma of Information Technology (ICT50220)."
5/04/2023 15:27,Information & Communication Technology careers,Game Developer,812,$100K,The technology in use in the gaming industry evolves constantly. It is important to keep up to date with the programming languages and game engines that are currently in use in the industry and aim to specialise in one of the in-demand programming languages.
5/04/2023 15:27,Trades & Services careers,Hardware Technician,84,N/A,no data
5/04/2023 15:27,Information & Communication Technology careers,Helpdesk Analyst,"1,444",$68K,no data
5/04/2023 15:27,Information & Communication Technology careers,Helpdesk Coordinator,2,$60K,no data
5/04/2023 15:27,Information & Communication Technology careers,Helpdesk Manager,127,$103K,no data
5/04/2023 15:27,Information & Communication Technology careers,Helpdesk Officer,"1,353",$65K,no data
5/04/2023 15:27,Information & Communication Technology careers,Helpdesk Operator,304,$60K,no data
5/04/2023 15:27,Information & Communication Technology careers,Helpdesk Team Leader,235,N/A,no data
5/04/2023 15:27,Information & Communication Technology careers,Helpdesk Technician,78,$70K,no data
5/04/2023 15:27,Information & Communication Technology careers,IT Business Analyst,"2,228",$110K,"Complete a bachelor degree in business administration, information systems or a related field. Alternatively, for students with previous tertiary qualifications in an unrelated field, complete a postgraduate qualification in business administration or a similar discipline."
5/04/2023 15:27,Information & Communication Technology careers,IT Consultant,263,$90K,Complete a bachelor degree majoring in Information Technology. This is usually a three–year course of study.
5/04/2023 15:27,Information & Communication Technology careers,IT Manager,"3,749",$135K,"Complete a bachelor degree in computer science, information technology, IT project management or a related field."
5/04/2023 15:27,Information & Communication Technology careers,IT Project Manager,"3,879",$135K,Consider completing an undergraduate degree such as the Bachelor of Information Technology or Bachelor of Computer Science.
5/04/2023 15:27,Information & Communication Technology careers,IT Service Desk Analyst,"1,547",$68K,no data
5/04/2023 15:27,Information & Communication Technology careers,IT Support Engineer,"2,231",$78K,no data
5/04/2023 15:27,Information & Communication Technology careers,IT Support Officer,"1,452",$73K,"Complete a qualification in information technology, or information technology support, such a Diploma of Information Technology (ICT50115) or a Bachelor of Information Technology. You’ll usually need a senior secondary school certificate or equivalent to gain entry."
5/04/2023 15:27,Information & Communication Technology careers,IT Support Technician,"1,400",$73K,"Complete a qualification in information technology, or information technology support, such a Diploma of Information Technology (ICT50115) or a Bachelor of Information Technology. You’ll usually need a senior secondary school certificate or equivalent to gain entry."
5/04/2023 15:27,Information & Communication Technology careers,IT Technician,623,$70K,Complete a qualification in Information Technology. This could be the Diploma of Information Technology (ICT50118) or a Bachelor of Information Technology.
5/04/2023 15:27,Information & Communication Technology careers,Implementation Consultant,258,$120K,no data
5/04/2023 15:27,Information & Communication Technology careers,Implementation Engineer,114,$105K,no data
5/04/2023 15:27,Information & Communication Technology careers,Implementation Manager,230,$130K,no data
5/04/2023 15:27,Information & Communication Technology careers,Implementation Specialist,39,$90K,no data
5/04/2023 15:27,Information & Communication Technology careers,Incident Manager,262,$130K,no data
5/04/2023 15:27,Information & Communication Technology careers,Incident and Problem Manager,319,$105K,no data
5/04/2023 15:27,Information & Communication Technology careers,Information Analyst,67,$85K,no data
5/04/2023 15:27,Information & Communication Technology careers,Information Management Manager,530,N/A,no data
5/04/2023 15:27,Information & Communication Technology careers,Information Manager,245,$130K,no data
5/04/2023 15:27,Information & Communication Technology careers,Information Security Analyst,282,$110K,"Complete a bachelor degree in computer science, programming, or a related field."
5/04/2023 15:27,Information & Communication Technology careers,Information Technology Director,205,$155K,no data
5/04/2023 15:27,Information & Communication Technology careers,Information Technology Specialist,629,N/A,no data
5/04/2023 15:27,Information & Communication Technology careers,Infrastructure Analyst,49,$105K,no data
5/04/2023 15:27,Information & Communication Technology careers,Infrastructure Architect,"1,087",$180K,no data
5/04/2023 15:27,Information & Communication Technology careers,Infrastructure Consultant,9,$125K,no data
5/04/2023 15:27,Information & Communication Technology careers,Infrastructure Engineer,"2,245",$125K,no data
5/04/2023 15:27,Information & Communication Technology careers,Infrastructure Lead,231,$135K,no data
5/04/2023 15:27,Information & Communication Technology careers,Infrastructure Manager,413,$130K,no data
5/04/2023 15:27,Engineering careers,Infrastructure Officer,21,$85K,no data
5/04/2023 15:27,Information & Communication Technology careers,Infrastructure Project Manager,"1,940",$140K,"Obtain a White Card. You can apply for a White Card online, and it is mandatory to hold one in order to work on a construction site in Australia."
5/04/2023 15:27,Information & Communication Technology careers,Infrastructure Specialist,47,$115K,no data
5/04/2023 15:27,Consulting & Strategy careers,Innovation Officer,4,N/A,no data
5/04/2023 15:27,Marketing & Communications careers,Insights Analyst,-,$110K,no data
5/04/2023 15:27,Information & Communication Technology careers,Integration Analyst,48,$105K,no data
5/04/2023 15:27,Information & Communication Technology careers,Integration Consultant,24,$140K,no data
5/04/2023 15:27,Information & Communication Technology careers,Integration Developer,385,$125K,no data
5/04/2023 15:27,Information & Communication Technology careers,Integration Engineer,155,$135K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Software Engineering. This usually takes three to four years of full-time study. "
5/04/2023 15:27,Information & Communication Technology careers,Integration Manager,66,$155K,no data
5/04/2023 15:27,Information & Communication Technology careers,Integration Specialist,67,$145K,no data
5/04/2023 15:27,Information & Communication Technology careers,Intelligence Manager,32,$135K,no data
5/04/2023 15:27,Information & Communication Technology careers,Java Developer,"2,442",$130K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Software Engineering (Honours). Alternatively, a VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role."
5/04/2023 15:27,Information & Communication Technology careers,Java Engineer,127,$140K,no data
5/04/2023 15:27,Information & Communication Technology careers,JavaScript Developer,769,$115K,Complete a qualification in Computer Science with a focus on software development. This could be a Diploma of Information Technology (ICT50115) or a Bachelor degree majoring in Software Development.
5/04/2023 15:27,Information & Communication Technology careers,Licensing Specialist,2,N/A,no data
5/04/2023 15:27,Information & Communication Technology careers,Magento Developer,10,$115K,no data
5/04/2023 15:27,Information & Communication Technology careers,Management Analyst,207,$100K,no data
5/04/2023 15:27,Information & Communication Technology careers,Mobile Application Developer,319,$130K,"Complete a relevant degree, such as a Bachelor of Computer Science or Bachelor of Software Engineering. This usually takes three to four years of full-time study.  "
5/04/2023 15:27,Information & Communication Technology careers,Mobile Developer,327,$130K,no data
5/04/2023 15:27,Information & Communication Technology careers,Monitoring Engineer,33,$105K,no data
5/04/2023 15:27,Information & Communication Technology careers,Network Administrator,"1,310",$90K,"Complete a relevant qualification such as a Diploma of Information Technology (Advanced Networking) (ICT50220), or a bachelor degree in information technology or computer science.  "
5/04/2023 15:27,Information & Communication Technology careers,Network Architect,929,$150K,no data
5/04/2023 15:27,Information & Communication Technology careers,Network Consultant,130,$148K,no data
5/04/2023 15:27,Information & Communication Technology careers,Network Engineer,"4,044",$115K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Systems or Bachelor of Information Technology. If you have a previous tertiary qualification in another discipline, consider completing a postgraduate degree in information technology or networking. "
5/04/2023 15:27,Information & Communication Technology careers,Network Specialist,"1,088",$105K,"Complete a bachelor degree in information technology, computer science or a similar field. This usually takes three years. "
5/04/2023 15:27,Information & Communication Technology careers,Network Technician,-,$75K,no data
5/04/2023 15:27,Information & Communication Technology careers,Network and Systems Engineer,"1,502",$100K,no data
5/04/2023 15:27,Information & Communication Technology careers,Operations Engineer,212,$120K,no data
5/04/2023 15:27,Information & Communication Technology careers,Operations Lead,233,$125K,no data
5/04/2023 15:27,Information & Communication Technology careers,Operations Specialist,198,N/A,no data
5/04/2023 15:27,Information & Communication Technology careers,Optimisation Analyst,8,$110K,no data
5/04/2023 15:27,Information & Communication Technology careers,Optimisation Specialist,6,$110K,no data
5/04/2023 15:27,Information & Communication Technology careers,PHP Developer,"1,101",$108K,"Complete a bachelor degree in computer science, IT or software engineering. Alternatively, a VET course such as a Diploma of Information Technology (ICT50220) can introduce you to the basic skills required for the role. "
5/04/2023 15:27,Information & Communication Technology careers,Penetration Tester,630,$120K,"Complete a bachelor degree in cyber security, computer science, information technology or a related field."
5/04/2023 15:27,Human Resources & Recruitment careers,Performance Consultant,18,$105K,no data
5/04/2023 15:27,Information & Communication Technology careers,Performance Engineer,76,$145K,no data
5/04/2023 15:27,Information & Communication Technology careers,Platform Engineer,396,$135K,no data
5/04/2023 15:27,Government & Defence careers,Platform Manager,132,$160K,no data
5/04/2023 15:27,Marketing & Communications careers,Platform Specialist,64,$125K,no data
5/04/2023 15:27,Banking & Financial Services careers,Portfolio Analyst,127,$105K,no data
5/04/2023 15:27,Information & Communication Technology careers,Portfolio Manager,172,$150K,"Complete a bachelor degree in finance, accounting, commerce, economics or business. Selecting subjects that focus on investing, such as risk management, asset management or statistics can give you a solid background in portfolio management. "
5/04/2023 15:27,Insurance & Superannuation careers,Portfolio Specialist,25,$155K,no data
5/04/2023 15:27,Information & Communication Technology careers,Presales Consultant,144,$150K,"Consider completing a relevant qualification. This could be a degree in business or commerce, or a degree related to your field of work, such as a Bachelor of Information Technology or Bachelor of Computer Science. "
5/04/2023 15:27,Information & Communication Technology careers,Presales Engineer,126,$125K,no data
5/04/2023 15:27,Information & Communication Technology careers,Problem Manager,108,$105K,no data
5/04/2023 15:27,Information & Communication Technology careers,Process Analyst,"1,360",$128K,no data
5/04/2023 15:27,Information & Communication Technology careers,Product Analyst,273,$100K,no data
5/04/2023 15:27,Information & Communication Technology careers,Product Designer,"3,540",$125K,"Complete a qualification in Product Design. This may be a Certificate IV in Design (CUA40715), or Bachelor degree majoring in Product Design. Alternatively, if you already have a degree, you can complete a postgraduate qualification in digital product design or product management."
5/04/2023 15:27,Information & Communication Technology careers,Product Lead,596,$140K,no data
5/04/2023 15:27,Marketing & Communications careers,Product Manager,"2,425",$125K,"A qualification in a related discipline may be an advantage, such as IT, computer science, marketing, or business. "
5/04/2023 15:27,Information & Communication Technology careers,Product Owner,"1,048",$140K,"Complete a bachelor degree in information technology, computer science, business or a related field. This usually takes three years of full-time study."
5/04/2023 15:28,Information & Communication Technology careers,Program Analyst,136,$90K,no data
5/04/2023 15:28,Information & Communication Technology careers,Program Coordinator,281,$85K,"Consider completing a vocational qualification in project management, or a bachelor degree in business or economics."
5/04/2023 15:28,Information & Communication Technology careers,Program Director,"2,428",$235K,no data
5/04/2023 15:28,Information & Communication Technology careers,Program Manager,"4,674",$125K,"Complete a bachelor degree in business management or economics or in the industry you plan to enter, such as engineering or computer science."
5/04/2023 15:28,Community Services & Development careers,Programme Coordinator,55,$85K,no data
5/04/2023 15:28,"Advertising, Arts & Media careers",Programmer,"2,141",$80K,"Complete a qualification in computer science with a focus on software development. This could be a Certificate IV in Information Technology (Programming) (ICT40120), a Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in software development."
5/04/2023 15:28,Information & Communication Technology careers,Programmer Analyst,163,$100K,no data
5/04/2023 15:28,Construction careers,Project Coordinator,"2,959",$80K,Complete a qualification in project management. This could be a Certificate IV in Project Management Practice (BSB40920) or a Diploma of Project Management (BSB50820).
5/04/2023 15:28,Information & Communication Technology careers,Project Management Officer,401,$125K,no data
5/04/2023 15:28,Information & Communication Technology careers,Project Manager,"12,735",$135K,Complete a Certificate IV in Project Management Practice (BSB40920). This certificate will prepare you to work as a part of a project team.
5/04/2023 15:28,Administration & Office Support careers,Project Support Officer,"1,024",$83K,"Consider completing a vocational qualification, such as a Certificate IV in Project Management Practice (BSB40920), or a Diploma of Project Management (BSB50820). These courses provide practical skills and knowledge to prepare you for a career in project management. Alternatively, a short course may provide you with basic knowledge and skills."
5/04/2023 15:28,Information & Communication Technology careers,Python Developer,"1,355",$140K,no data
5/04/2023 15:28,Information & Communication Technology careers,Quality Analyst,"1,497",$95K,no data
5/04/2023 15:28,Information & Communication Technology careers,Quality Assurance Engineer,375,$100K,no data
5/04/2023 15:28,"Manufacturing, Transport & Logistics careers",Quality Engineer,922,$115K,no data
5/04/2023 15:28,Information & Communication Technology careers,Report Developer,64,$125K,no data
5/04/2023 15:28,Information & Communication Technology careers,Reporting Administrator,89,$75K,no data
5/04/2023 15:28,Information & Communication Technology careers,Reporting Analyst,"2,013",$100K,"Complete a bachelor degree in computer science, IT, data science, finance or economics. This usually takes three years. Seek internship opportunities while studying to gain workplace experience."
5/04/2023 15:28,Information & Communication Technology careers,Reporting Manager,"2,768",$140K,no data
5/04/2023 15:28,Information & Communication Technology careers,Reporting Specialist,57,$105K,no data
5/04/2023 15:28,Information & Communication Technology careers,Resource Manager,439,$105K,no data
5/04/2023 15:28,Information & Communication Technology careers,SQL Developer,"1,985",$115K,Complete a qualification such a Diploma of Software Development (ICT50715) or a Bachelor degree majoring in Software Development.
5/04/2023 15:28,Information & Communication Technology careers,Safety Engineer,24,$120K,no data
5/04/2023 15:28,Information & Communication Technology careers,Salesforce Administrator,214,$108K,no data
5/04/2023 15:28,Information & Communication Technology careers,Salesforce Developer,953,$135K,"Complete a degree in computer science or information technology. Alternatively, a bootcamp or intensive short course may provide you with relevant skills."
5/04/2023 15:28,Information & Communication Technology careers,Scrum Master,686,$145K,"Complete a relevant qualification such as a bachelor degree in business, IT or a related field."
5/04/2023 15:28,Information & Communication Technology careers,Search Engine Optimisation Specialist,62,$85K,"Complete a bachelor degree in IT, marketing, commerce or a related field. This usually takes three years of full-time study."
5/04/2023 15:28,Information & Communication Technology careers,Security Administrator,43,$105K,no data
5/04/2023 15:28,Trades & Services careers,Security Adviser,33,$90K,no data
5/04/2023 15:28,Information & Communication Technology careers,Security Analyst,699,N/A,"Complete a bachelor degree in computer science, information technology, cybersecurity or a related field. "
5/04/2023 15:28,Information & Communication Technology careers,Security Architect,-,$165K,no data
5/04/2023 15:28,Information & Communication Technology careers,Security Consultant,594,$160K,no data
5/04/2023 15:28,Information & Communication Technology careers,Security Engineer,679,$125K,no data
5/04/2023 15:28,Information & Communication Technology careers,Security Specialist,319,$125K,no data
5/04/2023 15:28,Information & Communication Technology careers,Server Engineer,661,$110K,no data
5/04/2023 15:28,Information & Communication Technology careers,Service Delivery Analyst,428,$85K,no data
5/04/2023 15:28,Call Centre & Customer Service careers,Service Delivery Officer,351,$60K,no data
5/04/2023 15:28,Information & Communication Technology careers,Service Desk Analyst,"2,609",$73K,"Complete a bachelor degree in computer science or information technology. This usually takes three years of full-time study. Alternatively, you could complete a VET qualification, such as a Certificate IV in Information Technology (Systems Administration Support). Courses accredited by the Australia Computer Society are internationally recognised and may offer future opportunities for certification and upskilling."
5/04/2023 15:28,Information & Communication Technology careers,Service Desk Consultant,136,$70K,no data
5/04/2023 15:28,Information & Communication Technology careers,Service Desk Manager,"1,037",$125K,no data
5/04/2023 15:28,Information & Communication Technology careers,Service Desk Officer,"1,534",$73K,"Complete a qualification in IT. This could be a Certificate IV in Information Technology (ICT40120), which usually takes one year. Alternatively, complete a degree in information technology, computer science or a related field, which usually takes three years and may provide broader career options. "
5/04/2023 15:28,Information & Communication Technology careers,Service Desk Technician,"1,779",$70K,no data
5/04/2023 15:28,Information & Communication Technology careers,Service Director,331,N/A,no data
5/04/2023 15:28,Hospitality & Tourism careers,Service Operator,62,$75K,no data
5/04/2023 15:28,Information & Communication Technology careers,Sitecore Developer,42,$130K,Complete a Bachelor of Computer Science or Bachelor of Information Technology. This usually takes three years of full-time study.  
5/04/2023 15:28,Information & Communication Technology careers,Software Architect,408,$160K,"Complete a bachelor degree in computer science, software engineering or a related field. This usually takes three to four years of full-time study."
5/04/2023 15:28,Information & Communication Technology careers,Software Developer,"4,117",$100K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Engineering (Software) (Honours). Alternatively, a VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role."
5/04/2023 15:28,Information & Communication Technology careers,Software Engineer,"3,803",$120K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science or Bachelor of Software Engineering. Alternatively, a bootcamp or intensive short course can introduce you to the fundamentals. Degrees accredited by the Australian Computer Society are internationally recognised and may offer future opportunities for certification and upskilling."
5/04/2023 15:28,Information & Communication Technology careers,Solutions Analyst,212,$115K,no data
5/04/2023 15:28,Information & Communication Technology careers,Solutions Architect,"1,169",$170K,"Complete a bachelor degree in a relevant field, such as information technology, information systems, software engineering or computer science."
5/04/2023 15:28,Information & Communication Technology careers,Solutions Consultant,160,$115K,no data
5/04/2023 15:28,Information & Communication Technology careers,Solutions Designer,"5,032",$150K,"Complete a bachelor degree in a relevant field, such as information technology, information systems, software engineering or computer science. "
5/04/2023 15:28,Information & Communication Technology careers,Solutions Developer,264,$105K,no data
