date,industry,name,opportunities,salary,qualification,
9/04/2023 18:20,Information & Communication Technology careers,Helpdesk Operator,308,$60K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Helpdesk Team Leader,224,N/A,no data,
9/04/2023 18:20,Information & Communication Technology careers,Helpdesk Technician,68,$70K,no data,
9/04/2023 18:20,Information & Communication Technology careers,IT Business Analyst,"2,031",$110K,"Complete a bachelor degree in business administration, information systems or a related field. Alternatively, for students with previous tertiary qualifications in an unrelated field, complete a postgraduate qualification in business administration or a similar discipline.",
9/04/2023 18:20,Information & Communication Technology careers,IT Consultant,250,$90K,Complete a bachelor degree majoring in Information Technology. This is usually a three–year course of study.,
9/04/2023 18:20,Information & Communication Technology careers,IT Manager,"3,529",$135K,"Complete a bachelor degree in computer science, information technology, IT project management or a related field.",
9/04/2023 18:20,Information & Communication Technology careers,IT Project Manager,"3,600",$135K,Consider completing an undergraduate degree such as the Bachelor of Information Technology or Bachelor of Computer Science.,
9/04/2023 18:20,Information & Communication Technology careers,IT Service Desk Analyst,"1,422",$68K,no data,
9/04/2023 18:20,Information & Communication Technology careers,IT Support Engineer,"2,109",$78K,no data,
9/04/2023 18:20,Information & Communication Technology careers,IT Support Officer,"1,388",$73K,"Complete a qualification in information technology, or information technology support, such a Diploma of Information Technology (ICT50115) or a Bachelor of Information Technology. You’ll usually need a senior secondary school certificate or equivalent to gain entry.",
9/04/2023 18:20,Information & Communication Technology careers,IT Support Technician,"1,305",$73K,"Complete a qualification in information technology, or information technology support, such a Diploma of Information Technology (ICT50115) or a Bachelor of Information Technology. You’ll usually need a senior secondary school certificate or equivalent to gain entry.",
9/04/2023 18:20,Information & Communication Technology careers,IT Technician,572,$70K,Complete a qualification in Information Technology. This could be the Diploma of Information Technology (ICT50118) or a Bachelor of Information Technology.,
9/04/2023 18:20,Information & Communication Technology careers,Implementation Consultant,237,$120K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Implementation Engineer,102,$105K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Implementation Manager,216,$130K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Implementation Specialist,42,$90K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Incident Manager,-,$130K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Incident and Problem Manager,278,$105K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Information Analyst,62,$85K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Information Management Manager,505,N/A,no data,
9/04/2023 18:20,Information & Communication Technology careers,Information Manager,241,$130K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Information Security Analyst,250,$110K,"Complete a bachelor degree in computer science, programming, or a related field.",
9/04/2023 18:20,Information & Communication Technology careers,Information Technology Director,204,$155K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Information Technology Specialist,600,N/A,no data,
9/04/2023 18:20,Information & Communication Technology careers,Infrastructure Analyst,49,$105K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Infrastructure Architect,"1,012",$180K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Infrastructure Consultant,7,$125K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Infrastructure Engineer,"2,148",$125K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Infrastructure Lead,246,$135K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Infrastructure Manager,388,$130K,no data,
9/04/2023 18:20,Engineering careers,Infrastructure Officer,20,$85K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Infrastructure Project Manager,"1,795",$140K,"Obtain a White Card. You can apply for a White Card online, and it is mandatory to hold one in order to work on a construction site in Australia.",
9/04/2023 18:20,Information & Communication Technology careers,Infrastructure Specialist,44,$115K,no data,
9/04/2023 18:20,Consulting & Strategy careers,Innovation Officer,3,N/A,no data,
9/04/2023 18:20,Marketing & Communications careers,Insights Analyst,252,$110K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Integration Analyst,49,$105K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Integration Consultant,17,$140K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Integration Developer,367,$125K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Integration Engineer,154,$135K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Software Engineering. This usually takes three to four years of full-time study. ",
9/04/2023 18:20,Information & Communication Technology careers,Integration Manager,65,$155K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Integration Specialist,60,$145K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Intelligence Manager,37,$135K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Java Developer,"2,259",$130K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Software Engineering (Honours). Alternatively, a VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role.",
9/04/2023 18:20,Information & Communication Technology careers,Java Engineer,117,$140K,no data,
9/04/2023 18:20,Information & Communication Technology careers,JavaScript Developer,702,$115K,Complete a qualification in Computer Science with a focus on software development. This could be a Diploma of Information Technology (ICT50115) or a Bachelor degree majoring in Software Development.,
9/04/2023 18:20,Information & Communication Technology careers,Licensing Specialist,2,N/A,no data,
9/04/2023 18:20,Information & Communication Technology careers,Magento Developer,9,$115K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Management Analyst,202,$100K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Mobile Application Developer,282,$130K,"Complete a relevant degree, such as a Bachelor of Computer Science or Bachelor of Software Engineering. This usually takes three to four years of full-time study.  ",
9/04/2023 18:20,Information & Communication Technology careers,Mobile Developer,298,$130K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Monitoring Engineer,33,$105K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Network Administrator,"1,240",$90K,"Complete a relevant qualification such as a Diploma of Information Technology (Advanced Networking) (ICT50220), or a bachelor degree in information technology or computer science.  ",
9/04/2023 18:20,Information & Communication Technology careers,Network Architect,884,$150K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Network Consultant,152,$148K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Network Engineer,"3,773",$115K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Systems or Bachelor of Information Technology. If you have a previous tertiary qualification in another discipline, consider completing a postgraduate degree in information technology or networking. ",
9/04/2023 18:20,Information & Communication Technology careers,Network Specialist,"1,022",$105K,"Complete a bachelor degree in information technology, computer science or a similar field. This usually takes three years. ",
9/04/2023 18:20,Information & Communication Technology careers,Network Technician,402,$75K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Network and Systems Engineer,"1,407",$100K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Operations Engineer,194,$120K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Operations Lead,236,$125K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Operations Specialist,188,N/A,no data,
9/04/2023 18:20,Information & Communication Technology careers,Optimisation Analyst,6,$110K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Optimisation Specialist,8,$110K,no data,
9/04/2023 18:20,Information & Communication Technology careers,PHP Developer,999,$108K,"Complete a bachelor degree in computer science, IT or software engineering. Alternatively, a VET course such as a Diploma of Information Technology (ICT50220) can introduce you to the basic skills required for the role. ",
9/04/2023 18:20,Information & Communication Technology careers,Penetration Tester,575,$120K,"Complete a bachelor degree in cyber security, computer science, information technology or a related field.",
9/04/2023 18:20,Human Resources & Recruitment careers,Performance Consultant,19,$105K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Performance Engineer,82,$145K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Platform Engineer,394,$135K,no data,
9/04/2023 18:20,Government & Defence careers,Platform Manager,140,$160K,no data,
9/04/2023 18:20,Marketing & Communications careers,Platform Specialist,58,$125K,no data,
9/04/2023 18:20,Banking & Financial Services careers,Portfolio Analyst,131,$105K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Portfolio Manager,168,$150K,"Complete a bachelor degree in finance, accounting, commerce, economics or business. Selecting subjects that focus on investing, such as risk management, asset management or statistics can give you a solid background in portfolio management. ",
9/04/2023 18:20,Insurance & Superannuation careers,Portfolio Specialist,21,$155K,no data,
9/04/2023 18:20,Information & Communication Technology careers,Presales Consultant,135,$150K,"Consider completing a relevant qualification. This could be a degree in business or commerce, or a degree related to your field of work, such as a Bachelor of Information Technology or Bachelor of Computer Science. ",
9/04/2023 18:20,Information & Communication Technology careers,Presales Engineer,117,$125K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Problem Manager,92,$105K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Process Analyst,"1,245",$128K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Product Analyst,256,$100K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Product Designer,"3,232",$125K,"Complete a qualification in Product Design. This may be a Certificate IV in Design (CUA40715), or Bachelor degree majoring in Product Design. Alternatively, if you already have a degree, you can complete a postgraduate qualification in digital product design or product management.",
9/04/2023 18:21,Information & Communication Technology careers,Product Lead,565,$140K,no data,
9/04/2023 18:21,Marketing & Communications careers,Product Manager,"2,234",$125K,"A qualification in a related discipline may be an advantage, such as IT, computer science, marketing, or business. ",
9/04/2023 18:21,Information & Communication Technology careers,Product Owner,959,$140K,"Complete a bachelor degree in information technology, computer science, business or a related field. This usually takes three years of full-time study.",
9/04/2023 18:21,Information & Communication Technology careers,Program Analyst,125,$90K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Program Coordinator,284,$85K,"Consider completing a vocational qualification in project management, or a bachelor degree in business or economics.",
9/04/2023 18:21,Information & Communication Technology careers,Program Director,"2,266",$235K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Program Manager,"4,319",$125K,"Complete a bachelor degree in business management or economics or in the industry you plan to enter, such as engineering or computer science.",
9/04/2023 18:21,Community Services & Development careers,Programme Coordinator,52,$85K,no data,
9/04/2023 18:21,"Advertising, Arts & Media careers",Programmer,"1,960",$80K,"Complete a qualification in computer science with a focus on software development. This could be a Certificate IV in Information Technology (Programming) (ICT40120), a Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in software development.",
9/04/2023 18:21,Information & Communication Technology careers,Programmer Analyst,150,$100K,no data,
9/04/2023 18:21,Construction careers,Project Coordinator,"2,753",$80K,Complete a qualification in project management. This could be a Certificate IV in Project Management Practice (BSB40920) or a Diploma of Project Management (BSB50820).,
9/04/2023 18:21,Information & Communication Technology careers,Project Management Officer,390,$125K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Project Manager,"11,795",$135K,Complete a Certificate IV in Project Management Practice (BSB40920). This certificate will prepare you to work as a part of a project team.,
9/04/2023 18:21,Administration & Office Support careers,Project Support Officer,960,$83K,"Consider completing a vocational qualification, such as a Certificate IV in Project Management Practice (BSB40920), or a Diploma of Project Management (BSB50820). These courses provide practical skills and knowledge to prepare you for a career in project management. Alternatively, a short course may provide you with basic knowledge and skills.",
9/04/2023 18:21,Information & Communication Technology careers,Python Developer,"1,242",$140K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Quality Analyst,"1,374",$95K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Quality Assurance Engineer,-,$100K,no data,
9/04/2023 18:21,"Manufacturing, Transport & Logistics careers",Quality Engineer,846,$115K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Report Developer,71,$125K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Reporting Administrator,84,$75K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Reporting Analyst,"1,841",$100K,"Complete a bachelor degree in computer science, IT, data science, finance or economics. This usually takes three years. Seek internship opportunities while studying to gain workplace experience.",
9/04/2023 18:21,Information & Communication Technology careers,Reporting Manager,"2,578",$140K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Reporting Specialist,48,$105K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Resource Manager,407,$105K,no data,
9/04/2023 18:21,Information & Communication Technology careers,SQL Developer,"1,864",$115K,Complete a qualification such a Diploma of Software Development (ICT50715) or a Bachelor degree majoring in Software Development.,
9/04/2023 18:21,Information & Communication Technology careers,Safety Engineer,22,$120K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Salesforce Administrator,194,$108K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Salesforce Developer,876,$135K,"Complete a degree in computer science or information technology. Alternatively, a bootcamp or intensive short course may provide you with relevant skills.",
9/04/2023 18:21,Information & Communication Technology careers,Scrum Master,636,$145K,"Complete a relevant qualification such as a bachelor degree in business, IT or a related field.",
9/04/2023 18:21,Information & Communication Technology careers,Search Engine Optimisation Specialist,66,$85K,"Complete a bachelor degree in IT, marketing, commerce or a related field. This usually takes three years of full-time study.",
9/04/2023 18:21,Information & Communication Technology careers,Security Administrator,41,$105K,no data,
9/04/2023 18:21,Trades & Services careers,Security Adviser,34,$90K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Security Analyst,633,N/A,"Complete a bachelor degree in computer science, information technology, cybersecurity or a related field. ",
9/04/2023 18:21,Information & Communication Technology careers,Security Architect,678,$165K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Security Consultant,557,$160K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Security Engineer,651,$125K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Security Specialist,306,$125K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Server Engineer,632,$110K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Service Delivery Analyst,394,$85K,no data,
9/04/2023 18:21,Call Centre & Customer Service careers,Service Delivery Officer,321,$60K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Service Desk Analyst,"2,424",$73K,"Complete a bachelor degree in computer science or information technology. This usually takes three years of full-time study. Alternatively, you could complete a VET qualification, such as a Certificate IV in Information Technology (Systems Administration Support). Courses accredited by the Australia Computer Society are internationally recognised and may offer future opportunities for certification and upskilling.",
9/04/2023 18:21,Information & Communication Technology careers,Service Desk Consultant,130,$70K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Service Desk Manager,952,$125K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Service Desk Officer,"1,412",$73K,"Complete a qualification in IT. This could be a Certificate IV in Information Technology (ICT40120), which usually takes one year. Alternatively, complete a degree in information technology, computer science or a related field, which usually takes three years and may provide broader career options. ",
9/04/2023 18:21,Information & Communication Technology careers,Service Desk Technician,"1,637",$70K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Service Director,365,N/A,no data,
9/04/2023 18:21,Hospitality & Tourism careers,Service Operator,58,$75K,no data,
9/04/2023 18:21,Information & Communication Technology careers,Sitecore Developer,41,$130K,Complete a Bachelor of Computer Science or Bachelor of Information Technology. This usually takes three years of full-time study.  ,
9/04/2023 18:21,Information & Communication Technology careers,Software Architect,378,$160K,"Complete a bachelor degree in computer science, software engineering or a related field. This usually takes three to four years of full-time study.",
9/04/2023 18:21,Information & Communication Technology careers,Software Developer,"3,797",$100K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Engineering (Software) (Honours). Alternatively, a VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role.",
9/04/2023 18:21,Information & Communication Technology careers,Software Engineer,"3,492",$120K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science or Bachelor of Software Engineering. Alternatively, a bootcamp or intensive short course can introduce you to the fundamentals. Degrees accredited by the Australian Computer Society are internationally recognised and may offer future opportunities for certification and upskilling.",
9/04/2023 18:21,Information & Communication Technology careers,Solutions Analyst,183,$115K,no data,
