date,industry,name,opportunities,salary,qualification
4/04/2023 20:55,Information & Communication Technology careers,Solutions Engineer,711,$125K,"Complete a bachelor degree in computer science, information technology or software engineering. This usually takes three to four years.  "
4/04/2023 20:55,Information & Communication Technology careers,Solutions Manager,-,$145K,no data
4/04/2023 20:55,Information & Communication Technology careers,Support Analyst,"4,239",$85K,"Complete a tertiary qualification in IT. This could be a Certificate IV in Information Technology (ICT40120) or a Diploma of Information Technology (ICT50220), which usually take one year. Alternatively, complete a bachelor degree in IT or a related field. This usually takes three years.  "
4/04/2023 20:55,Community Services & Development careers,Support Assistant,304,$63K,no data
4/04/2023 20:55,Information & Communication Technology careers,Support Consultant,"3,857",$75K,no data
4/04/2023 20:55,Information & Communication Technology careers,Support Developer,253,$85K,no data
4/04/2023 20:55,Information & Communication Technology careers,Support Engineer,"3,861",$85K,no data
4/04/2023 20:55,Information & Communication Technology careers,Support Executive,102,$63K,no data
4/04/2023 20:55,Information & Communication Technology careers,Support Practitioner,200,$90K,no data
4/04/2023 20:55,Information & Communication Technology careers,Support Representative,91,$63K,no data
4/04/2023 20:55,Call Centre & Customer Service careers,Support Specialist,"1,474",$80K,no data
4/04/2023 20:55,Information & Communication Technology careers,Support Team Leader,"3,539",$95K,no data
4/04/2023 20:55,Information & Communication Technology careers,Support Technician,"3,115",$73K,Undertake formal qualifications in information technology. This may be through a VET (Vocational Education and Training) course such as a Diploma of Information Technology (ICT50118) or a university degree such as the Bachelor of Information Technology.
4/04/2023 20:55,Information & Communication Technology careers,Systems Administrator,"1,590",$100K,"Complete a qualification in Information Technology. This could be a Certificate IV in Information Technology (Systems Administration Support) (ICT40120), a Diploma of Information Technology (ICT50118) or a bachelor degree majoring in information technology."
4/04/2023 20:55,Information & Communication Technology careers,Systems Analyst,"1,566",$105K,"Complete a Diploma of Information Technology (Systems Analysis) (ICT50220), or an undergraduate degree such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Business Administration."
4/04/2023 20:55,Information & Communication Technology careers,Systems Architect,124,$155K,no data
4/04/2023 20:55,Information & Communication Technology careers,Systems Consultant,37,$110K,no data
4/04/2023 20:55,Information & Communication Technology careers,Systems Coordinator,20,$90K,no data
4/04/2023 20:55,Engineering careers,Systems Engineer,"5,505",$115K,"Complete a bachelor degree in computer science, IT, software engineering, mechanical engineering or a related field."
4/04/2023 20:55,Information & Communication Technology careers,Systems Manager,298,$130K,no data
4/04/2023 20:56,Information & Communication Technology careers,Systems Officer,80,$95K,no data
4/04/2023 20:56,"Farming, Animals & Conservation careers",Systems Operator,18,$78K,no data
4/04/2023 20:56,"Manufacturing, Transport & Logistics careers",Systems Specialist,"2,382",$110K,no data
4/04/2023 20:56,Information & Communication Technology careers,Systems Team Leader,547,$110K,no data
4/04/2023 20:56,Trades & Services careers,Systems Technician,173,$115K,no data
4/04/2023 20:56,Information & Communication Technology careers,TM1 Consultant,3,N/A,no data
4/04/2023 20:56,Information & Communication Technology careers,Technical Analyst,698,$100K,no data
4/04/2023 20:56,Information & Communication Technology careers,Technical Architect,557,$165K,no data
4/04/2023 20:56,Information & Communication Technology careers,Technical Business Analyst,"2,688",$125K,"Complete a degree relevant to your chosen field of work. This could be a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Commerce."
4/04/2023 20:56,Information & Communication Technology careers,Technical Consultant,235,$130K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science or Bachelor of Information Technology. This usually takes three years of full-time study."
4/04/2023 20:56,Information & Communication Technology careers,Technical Lead,"1,415",$160K,"Complete a bachelor degree in a relevant field, such as computer science, IT or software development."
4/04/2023 20:56,"Manufacturing, Transport & Logistics careers",Technical Manager,767,$130K,no data
4/04/2023 20:56,Information & Communication Technology careers,Technical Support Specialist,"1,285",$75K,no data
4/04/2023 20:56,Information & Communication Technology careers,Technical Writer,"1,262",$105K,no data
4/04/2023 20:56,Information & Communication Technology careers,Technology Analyst,116,$93K,no data
4/04/2023 20:56,Information & Communication Technology careers,Technology Consultant,82,$105K,no data
4/04/2023 20:56,"Mining, Resources & Energy careers",Technology Manager,377,$150K,no data
4/04/2023 20:56,Education & Training careers,Technology Officer,119,$85K,no data
4/04/2023 20:56,Education & Training careers,Technology Specialist,286,$115K,no data
4/04/2023 20:56,Information & Communication Technology careers,Telecommunications Engineer,522,$80K,Complete a Bachelor of Engineering majoring in Telecommunications Engineering.
4/04/2023 20:56,Trades & Services careers,Telecommunications Technician,"1,400",$68K,no data
4/04/2023 20:56,Information & Communication Technology careers,Test Consultant,"1,357",$115K,no data
4/04/2023 20:56,Information & Communication Technology careers,Test Manager,"1,460",$143K,no data
4/04/2023 20:56,Information & Communication Technology careers,Test Specialist,26,$113K,no data
4/04/2023 20:56,Information & Communication Technology careers,Tester,"4,257",$90K,no data
4/04/2023 20:56,Information & Communication Technology careers,Testing Analyst,"1,868",$105K,Complete a relevant bachelor degree. This could be a Bachelor of Computer Science or Bachelor of Information Technology. A VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role. 
4/04/2023 20:56,Information & Communication Technology careers,Testing Engineer,"1,872",$120K,no data
4/04/2023 20:56,Information & Communication Technology careers,Transformation Manager,151,$140K,no data
4/04/2023 20:56,Information & Communication Technology careers,Transition Manager,41,$120K,no data
4/04/2023 20:56,Human Resources & Recruitment careers,Transition Specialist,6,$108K,no data
4/04/2023 20:56,Information & Communication Technology careers,User Experience Designer,397,$120K,"Develop an eye for design, an understanding of design principles, and learn to identify strengths and weaknesses in user experiences. Consider a short course in UX design, or seek out online or in-person groups to network with other designers and learn from their expertise."
4/04/2023 20:56,Design & Architecture careers,User Experience and Interface Designer,214,$115K,no data
4/04/2023 20:56,Information & Communication Technology careers,User Interface Designer,171,$105K,"Consider completing a short course in graphic design, web design or UX. Alternatively, you can complete a Graduate Certificate in User Experience Design."
4/04/2023 20:56,Information & Communication Technology careers,User Interface Developer,310,$125K,no data
4/04/2023 20:56,Information & Communication Technology careers,Vendor Manager,57,$135K,no data
4/04/2023 20:56,Information & Communication Technology careers,Vice President,22,$185K,no data
4/04/2023 20:56,Information & Communication Technology careers,Voice Engineer,42,$115K,no data
4/04/2023 20:56,Design & Architecture careers,Web Designer,"1,755",$70K,"Complete a qualification in Web Design. This may be a Certificate IV in Information Technology (Web Development) (ICT40120) or 
Certificate IV in Information Technology (ICT40120), 
Diploma of Information Technology (ICT50220) or Bachelor degree majoring in Web Design."
4/04/2023 20:56,Information & Communication Technology careers,Web Developer,"2,525",$95K,"Complete a qualification in computer science with a focus on web development. This could be a Certificate IV in Information Technology (Web Development) (ICT40120), a Diploma of Information Technology (ICT50120), or a Bachelor degree majoring in website development."
