date,industry,name,opportunities,salary,qualification,
7/04/2023 19:04,Information & Communication Technology careers,Asset Analyst,17,$100K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Automation Analyst,62,$100K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Automation Consultant,14,$105K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Automation Engineer,627,$120K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Automation Manager,30,$140K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Automation Specialist,24,$110K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Backend Developer,401,$120K,Complete a qualification in Computer Science with a focus on Software Development.,
7/04/2023 19:04,Information & Communication Technology careers,Benefits Specialist,7,$90K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Business Analyst,"7,054",$120K,"Complete a bachelor degree in business, business analytics, information technology or a related field. This usually takes three years of full-time study.",
7/04/2023 19:04,Information & Communication Technology careers,Business Consultant,170,$110K,A Bachelor of Business may be an advantage when looking to become a Business Consultant.,
7/04/2023 19:04,Information & Communication Technology careers,Business Intelligence Analyst,729,$110K,"Complete a bachelor degree majoring in computer science, data science, business or a related field. This is usually a three-year course of full-time study.",
7/04/2023 19:04,Information & Communication Technology careers,Business Intelligence Consultant,150,$125K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Business Intelligence Software Developer,184,$125K,Complete a Bachelor of Information Technology or Bachelor of Computer Science.  ,
7/04/2023 19:04,Information & Communication Technology careers,Business Process Analyst,"2,100",$120K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Business Systems Analyst,"2,035",$105K,"Complete a degree in information technology, information systems or business information systems such as a Bachelor of Business Information Systems.",
7/04/2023 19:04,Information & Communication Technology careers,C# Developer,"7,764",N/A,no data,
7/04/2023 19:04,Information & Communication Technology careers,Campaign Analyst,77,$110K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Capability Manager,54,$155K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Capability Specialist,59,$120K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Capacity Manager,19,N/A,no data,
7/04/2023 19:04,Information & Communication Technology careers,Change Analyst,725,$115K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Change Manager,"1,730",$130K,"Complete a bachelor degree in business, business administration, commerce, change management or a related field.",
7/04/2023 19:04,Consulting & Strategy careers,Change and Communications Manager,"1,496",$135K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Change and Release Manager,818,$120K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Chief Information Officer,283,$210K,"Complete a degree in computer science, software engineering or a related field. These are usually three-year course of full-time study, with prerequisites including completion of Australian Year 12 (or equivalent) and required units or assumed knowledge in English and mathematics.",
7/04/2023 19:04,Information & Communication Technology careers,Chief Technology Officer,165,$230K,"Complete a degree in computer science, software engineering or a related field. These are usually three-year course of full-time study, with prerequisites including completion of Australian Year 12 (or equivalent) and required units or assumed knowledge in English and mathematics.",
7/04/2023 19:04,Information & Communication Technology careers,Cloud Architect,854,$170K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Cloud Consultant,53,$155K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Cloud Developer,66,N/A,no data,
7/04/2023 19:04,Information & Communication Technology careers,Cloud Engineer,"1,303",$130K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Cloud Specialist,50,N/A,no data,
7/04/2023 19:04,Trades & Services careers,Communications Technician,472,$95K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Computer Engineer,613,N/A,"Complete a qualification in computer engineering. This could be a 
Certificate IV in Information Technology (ICT40120), a 
Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in computer engineering.",
7/04/2023 19:04,Information & Communication Technology careers,Computer Technician,575,$55K,"Complete a bachelor degree in information technology, computer science or a related field.  ",
7/04/2023 19:04,Information & Communication Technology careers,Configuration Specialist,20,$115K,no data,
7/04/2023 19:04,Marketing & Communications careers,Content Administrator,4,$65K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Content Developer,22,$80K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Customer Relationship Management Developer,116,$115K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Cyber Security Analyst,540,$90K,"Complete a bachelor degree in computer science, cyber security, information technology or a related field.",
7/04/2023 19:04,Information & Communication Technology careers,Data Analyst,"5,288",$100K,"Complete a bachelor degree in a relevant discipline, such as computer science, information technology, mathematics, statistics or business analytics. ",
7/04/2023 19:04,Information & Communication Technology careers,Data Architect,905,$175K,Complete a Bachelor of Science (Data Science) or a Bachelor of Computer Science. This is a three-year course of full-time study. ,
7/04/2023 19:04,Information & Communication Technology careers,Data Consultant,71,$115K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Data Developer,129,$115K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Data Engineer,"1,486",$130K,Complete a bachelor degree in computer science. This is typically a three–year course of full–time study.,
7/04/2023 19:04,Information & Communication Technology careers,Data Manager,812,$110K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Data Officer,119,$80K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Data Specialist,261,$95K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Data Warehouse Developer,108,$135K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Data Warehouse Specialist,71,N/A,no data,
7/04/2023 19:04,Information & Communication Technology careers,Database Administrator,358,$105K,"Complete a qualification in Information Technology. This could be a Certificate IV in Information Technology (ICT40120), a Diploma of Information Technology (ICT50220), or a bachelor degree majoring in Information Technology.",
7/04/2023 19:04,Information & Communication Technology careers,Database Developer,275,$125K,"Complete a qualification in computer science with a focus on software development. This could be a certificate, diploma or a bachelor degree.",
7/04/2023 19:04,Information & Communication Technology careers,Delivery Consultant,80,$80K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Delivery Director,63,$295K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Delivery Engineer,924,$105K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Delivery Lead,"2,666",$145K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Delivery Manager,"2,677",$140K,"Complete a bachelor degree in business, commerce, IT or a related field. This usually takes three years of full-time study.",
7/04/2023 19:04,Information & Communication Technology careers,Deployment Engineer,76,$120K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Design Specialist,86,$120K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Design Team Leader,611,$105K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Desktop Support Specialist,507,$75K,no data,
7/04/2023 19:04,Information & Communication Technology careers,DevOps Engineer,"2,116",$135K,Complete a Bachelor of Computer Science or a related degree that focuses on software development. ,
7/04/2023 19:04,Information & Communication Technology careers,Developer,"9,428",$115K,Complete a qualification in computer science with a focus on software development.,
7/04/2023 19:04,Sales careers,Development Specialist,138,$105K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Development Team Leader,"2,848",$110K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Digital Business Analyst,"1,168",$125K,"Complete a bachelor degree in IT, business, marketing or a related field. Aim to secure an internship while studying to gain industry experience.  ",
7/04/2023 19:04,Information & Communication Technology careers,Digital Project Manager,"2,262",$105K,Consider training in the Agile project management methodology to become a Scrum Master. Agile is the project management methodology of choice in the digital industry.,
7/04/2023 19:04,Information & Communication Technology careers,Domain Architect,397,$173K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Drupal Developer,5,$133K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Engagement Manager,62,$110K,no data,
7/04/2023 19:04,Information & Communication Technology careers,Engineer,"12,845",$105K,"Decide on what type of Engineer you want to be. Although many of the skills of an Engineer are transferable between disciplines, it is recommended that you choose a specialisation early, in order to better focus your studies and training.",
7/04/2023 19:05,Information & Communication Technology careers,Engineering Lead,673,$165K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Enterprise Architect,902,$170K,"Get a bachelor or master’s degree in computer science, information technology or a related field. ",
7/04/2023 19:05,no data,Experience Consultant,365,$75K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Experience Executive,68,$73K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Extract Transform Load Developer,28,$120K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Field Engineer,"1,041",$90K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Firmware Engineer,113,$105K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Front End Developer,"2,282",$105K,"Complete a qualification in Computer Science with a focus on Software Development. This could be a Certificate IV in Information Technology (Programming) (ICT40120), a Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in Software Development.",
7/04/2023 19:05,Information & Communication Technology careers,Full Stack Developer,"1,292",$120K,"Complete a relevant qualification. This could be a Certificate IV in Information Technology (Programming) (ICT40120), Diploma of Information Technology (Back End Web Development) (ICT50220) or Diploma of Information Technology (Front End Web Development) (ICT50220).  Alternatively, you could complete a more advanced qualification, such as a bachelor degree in IT or computer science. ",
7/04/2023 19:05,Information & Communication Technology careers,Functional Analyst,146,$120K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Functional Consultant,197,$140K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Functional Specialist,40,$140K,no data,
7/04/2023 19:05,Science & Technology careers,Game Designer,238,$80K,"Undertake a qualification in the area of game design. This is commonly a Certificate IV in Information Technology (Gaming Development) (ICT40120) or a 
Diploma of Information Technology (ICT50220).",
7/04/2023 19:05,Information & Communication Technology careers,Game Developer,812,$100K,The technology in use in the gaming industry evolves constantly. It is important to keep up to date with the programming languages and game engines that are currently in use in the industry and aim to specialise in one of the in-demand programming languages.,
7/04/2023 19:05,Trades & Services careers,Hardware Technician,87,N/A,no data,
7/04/2023 19:05,Information & Communication Technology careers,Helpdesk Analyst,-,$68K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Helpdesk Coordinator,1,$60K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Helpdesk Manager,124,$103K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Helpdesk Officer,"1,340",$65K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Helpdesk Operator,322,$60K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Helpdesk Team Leader,237,N/A,no data,
7/04/2023 19:05,Information & Communication Technology careers,Helpdesk Technician,73,$70K,no data,
7/04/2023 19:05,Information & Communication Technology careers,IT Business Analyst,"2,171",$110K,"Complete a bachelor degree in business administration, information systems or a related field. Alternatively, for students with previous tertiary qualifications in an unrelated field, complete a postgraduate qualification in business administration or a similar discipline.",
7/04/2023 19:05,Information & Communication Technology careers,IT Consultant,259,$90K,Complete a bachelor degree majoring in Information Technology. This is usually a three–year course of study.,
7/04/2023 19:05,Information & Communication Technology careers,IT Manager,"3,726",$135K,"Complete a bachelor degree in computer science, information technology, IT project management or a related field.",
7/04/2023 19:05,Information & Communication Technology careers,IT Project Manager,"3,819",$135K,Consider completing an undergraduate degree such as the Bachelor of Information Technology or Bachelor of Computer Science.,
7/04/2023 19:05,Information & Communication Technology careers,IT Service Desk Analyst,"1,519",$68K,no data,
7/04/2023 19:05,Information & Communication Technology careers,IT Support Engineer,"2,223",$78K,no data,
7/04/2023 19:05,Information & Communication Technology careers,IT Support Officer,"1,460",$73K,"Complete a qualification in information technology, or information technology support, such a Diploma of Information Technology (ICT50115) or a Bachelor of Information Technology. You’ll usually need a senior secondary school certificate or equivalent to gain entry.",
7/04/2023 19:05,Information & Communication Technology careers,IT Support Technician,"1,377",$73K,"Complete a qualification in information technology, or information technology support, such a Diploma of Information Technology (ICT50115) or a Bachelor of Information Technology. You’ll usually need a senior secondary school certificate or equivalent to gain entry.",
7/04/2023 19:05,Information & Communication Technology careers,IT Technician,611,$70K,Complete a qualification in Information Technology. This could be the Diploma of Information Technology (ICT50118) or a Bachelor of Information Technology.,
7/04/2023 19:05,Information & Communication Technology careers,Implementation Consultant,251,$120K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Implementation Engineer,110,$105K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Implementation Manager,225,$130K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Implementation Specialist,42,$90K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Incident Manager,252,$130K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Incident and Problem Manager,304,$105K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Information Analyst,67,$85K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Information Management Manager,527,N/A,no data,
7/04/2023 19:05,Information & Communication Technology careers,Information Manager,254,$130K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Information Security Analyst,269,$110K,"Complete a bachelor degree in computer science, programming, or a related field.",
7/04/2023 19:05,Information & Communication Technology careers,Information Technology Director,208,$155K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Information Technology Specialist,635,N/A,no data,
7/04/2023 19:05,Information & Communication Technology careers,Infrastructure Analyst,49,$105K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Infrastructure Architect,"1,064",$180K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Infrastructure Consultant,7,$125K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Infrastructure Engineer,"2,267",$125K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Infrastructure Lead,254,$135K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Infrastructure Manager,413,$130K,no data,
7/04/2023 19:05,Engineering careers,Infrastructure Officer,21,$85K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Infrastructure Project Manager,"1,905",$140K,"Obtain a White Card. You can apply for a White Card online, and it is mandatory to hold one in order to work on a construction site in Australia.",
7/04/2023 19:05,Information & Communication Technology careers,Infrastructure Specialist,49,$115K,no data,
7/04/2023 19:05,Consulting & Strategy careers,Innovation Officer,3,N/A,no data,
7/04/2023 19:05,Marketing & Communications careers,Insights Analyst,268,$110K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Integration Analyst,49,$105K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Integration Consultant,22,$140K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Integration Developer,386,$125K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Integration Engineer,160,$135K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Software Engineering. This usually takes three to four years of full-time study. ",
7/04/2023 19:05,Information & Communication Technology careers,Integration Manager,65,$155K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Integration Specialist,65,$145K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Intelligence Manager,38,$135K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Java Developer,"2,420",$130K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Software Engineering (Honours). Alternatively, a VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role.",
7/04/2023 19:05,Information & Communication Technology careers,Java Engineer,127,$140K,no data,
7/04/2023 19:05,Information & Communication Technology careers,JavaScript Developer,748,$115K,Complete a qualification in Computer Science with a focus on software development. This could be a Diploma of Information Technology (ICT50115) or a Bachelor degree majoring in Software Development.,
7/04/2023 19:05,Information & Communication Technology careers,Licensing Specialist,2,N/A,no data,
7/04/2023 19:05,Information & Communication Technology careers,Magento Developer,10,$115K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Management Analyst,211,$100K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Mobile Application Developer,309,$130K,"Complete a relevant degree, such as a Bachelor of Computer Science or Bachelor of Software Engineering. This usually takes three to four years of full-time study.  ",
7/04/2023 19:05,Information & Communication Technology careers,Mobile Developer,326,$130K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Monitoring Engineer,35,$105K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Network Administrator,"1,313",$90K,"Complete a relevant qualification such as a Diploma of Information Technology (Advanced Networking) (ICT50220), or a bachelor degree in information technology or computer science.  ",
7/04/2023 19:05,Information & Communication Technology careers,Network Architect,925,$150K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Network Consultant,153,$148K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Network Engineer,"4,016",$115K,"Complete a relevant degree, such as a Bachelor of Computer Science, Bachelor of Information Systems or Bachelor of Information Technology. If you have a previous tertiary qualification in another discipline, consider completing a postgraduate degree in information technology or networking. ",
7/04/2023 19:05,Information & Communication Technology careers,Network Specialist,"1,084",$105K,"Complete a bachelor degree in information technology, computer science or a similar field. This usually takes three years. ",
7/04/2023 19:05,Information & Communication Technology careers,Network Technician,419,$75K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Network and Systems Engineer,"1,499",$100K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Operations Engineer,210,$120K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Operations Lead,245,$125K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Operations Specialist,209,N/A,no data,
7/04/2023 19:05,Information & Communication Technology careers,Optimisation Analyst,8,$110K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Optimisation Specialist,8,$110K,no data,
7/04/2023 19:05,Information & Communication Technology careers,PHP Developer,"1,089",$108K,"Complete a bachelor degree in computer science, IT or software engineering. Alternatively, a VET course such as a Diploma of Information Technology (ICT50220) can introduce you to the basic skills required for the role. ",
7/04/2023 19:05,Information & Communication Technology careers,Penetration Tester,613,$120K,"Complete a bachelor degree in cyber security, computer science, information technology or a related field.",
7/04/2023 19:05,Human Resources & Recruitment careers,Performance Consultant,19,$105K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Performance Engineer,82,$145K,no data,
7/04/2023 19:05,Information & Communication Technology careers,Platform Engineer,412,$135K,no data,
7/04/2023 19:05,Government & Defence careers,Platform Manager,150,$160K,no data,
7/04/2023 19:05,Marketing & Communications careers,Platform Specialist,64,$125K,no data,
7/04/2023 19:06,Banking & Financial Services careers,Portfolio Analyst,134,$105K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Portfolio Manager,173,$150K,"Complete a bachelor degree in finance, accounting, commerce, economics or business. Selecting subjects that focus on investing, such as risk management, asset management or statistics can give you a solid background in portfolio management. ",
7/04/2023 19:06,Insurance & Superannuation careers,Portfolio Specialist,23,$155K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Presales Consultant,143,$150K,"Consider completing a relevant qualification. This could be a degree in business or commerce, or a degree related to your field of work, such as a Bachelor of Information Technology or Bachelor of Computer Science. ",
7/04/2023 19:06,Information & Communication Technology careers,Presales Engineer,125,$125K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Problem Manager,103,$105K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Process Analyst,"1,323",$128K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Product Analyst,280,$100K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Product Designer,"3,429",$125K,"Complete a qualification in Product Design. This may be a Certificate IV in Design (CUA40715), or Bachelor degree majoring in Product Design. Alternatively, if you already have a degree, you can complete a postgraduate qualification in digital product design or product management.",
7/04/2023 19:06,Information & Communication Technology careers,Product Lead,597,$140K,no data,
7/04/2023 19:06,Marketing & Communications careers,Product Manager,"2,400",$125K,"A qualification in a related discipline may be an advantage, such as IT, computer science, marketing, or business. ",
7/04/2023 19:06,Information & Communication Technology careers,Product Owner,"1,040",$140K,"Complete a bachelor degree in information technology, computer science, business or a related field. This usually takes three years of full-time study.",
7/04/2023 19:06,Information & Communication Technology careers,Program Analyst,128,$90K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Program Coordinator,292,$85K,"Consider completing a vocational qualification in project management, or a bachelor degree in business or economics.",
7/04/2023 19:06,Information & Communication Technology careers,Program Director,"2,403",$235K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Program Manager,"4,578",$125K,"Complete a bachelor degree in business management or economics or in the industry you plan to enter, such as engineering or computer science.",
7/04/2023 19:06,Community Services & Development careers,Programme Coordinator,56,$85K,no data,
7/04/2023 19:06,"Advertising, Arts & Media careers",Programmer,"2,102",$80K,"Complete a qualification in computer science with a focus on software development. This could be a Certificate IV in Information Technology (Programming) (ICT40120), a Diploma of Information Technology (ICT50220) or a Bachelor degree majoring in software development.",
7/04/2023 19:06,Information & Communication Technology careers,Programmer Analyst,161,$100K,no data,
7/04/2023 19:06,Construction careers,Project Coordinator,"2,896",$80K,Complete a qualification in project management. This could be a Certificate IV in Project Management Practice (BSB40920) or a Diploma of Project Management (BSB50820).,
7/04/2023 19:06,Information & Communication Technology careers,Project Management Officer,400,$125K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Project Manager,"12,496",$135K,Complete a Certificate IV in Project Management Practice (BSB40920). This certificate will prepare you to work as a part of a project team.,
7/04/2023 19:06,Administration & Office Support careers,Project Support Officer,"1,002",$83K,"Consider completing a vocational qualification, such as a Certificate IV in Project Management Practice (BSB40920), or a Diploma of Project Management (BSB50820). These courses provide practical skills and knowledge to prepare you for a career in project management. Alternatively, a short course may provide you with basic knowledge and skills.",
7/04/2023 19:06,Information & Communication Technology careers,Python Developer,"1,334",$140K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Quality Analyst,"1,466",$95K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Quality Assurance Engineer,363,$100K,no data,
7/04/2023 19:06,"Manufacturing, Transport & Logistics careers",Quality Engineer,885,$115K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Report Developer,73,$125K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Reporting Administrator,90,$75K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Reporting Analyst,"1,947",$100K,"Complete a bachelor degree in computer science, IT, data science, finance or economics. This usually takes three years. Seek internship opportunities while studying to gain workplace experience.",
7/04/2023 19:06,Information & Communication Technology careers,Reporting Manager,"2,734",$140K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Reporting Specialist,51,$105K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Resource Manager,424,$105K,no data,
7/04/2023 19:06,Information & Communication Technology careers,SQL Developer,"1,970",$115K,Complete a qualification such a Diploma of Software Development (ICT50715) or a Bachelor degree majoring in Software Development.,
7/04/2023 19:06,Information & Communication Technology careers,Safety Engineer,23,$120K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Salesforce Administrator,214,$108K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Salesforce Developer,958,$135K,"Complete a degree in computer science or information technology. Alternatively, a bootcamp or intensive short course may provide you with relevant skills.",
7/04/2023 19:06,Information & Communication Technology careers,Scrum Master,688,$145K,"Complete a relevant qualification such as a bachelor degree in business, IT or a related field.",
7/04/2023 19:06,Information & Communication Technology careers,Search Engine Optimisation Specialist,68,$85K,"Complete a bachelor degree in IT, marketing, commerce or a related field. This usually takes three years of full-time study.",
7/04/2023 19:06,Information & Communication Technology careers,Security Administrator,43,$105K,no data,
7/04/2023 19:06,Trades & Services careers,Security Adviser,38,$90K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Security Analyst,672,N/A,"Complete a bachelor degree in computer science, information technology, cybersecurity or a related field. ",
7/04/2023 19:06,Information & Communication Technology careers,Security Architect,708,$165K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Security Consultant,592,$160K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Security Engineer,686,$125K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Security Specialist,319,$125K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Server Engineer,674,$110K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Service Delivery Analyst,416,$85K,no data,
7/04/2023 19:06,Call Centre & Customer Service careers,Service Delivery Officer,331,$60K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Service Desk Analyst,"2,570",$73K,"Complete a bachelor degree in computer science or information technology. This usually takes three years of full-time study. Alternatively, you could complete a VET qualification, such as a Certificate IV in Information Technology (Systems Administration Support). Courses accredited by the Australia Computer Society are internationally recognised and may offer future opportunities for certification and upskilling.",
7/04/2023 19:06,Information & Communication Technology careers,Service Desk Consultant,136,$70K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Service Desk Manager,"1,009",$125K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Service Desk Officer,"1,511",$73K,"Complete a qualification in IT. This could be a Certificate IV in Information Technology (ICT40120), which usually takes one year. Alternatively, complete a degree in information technology, computer science or a related field, which usually takes three years and may provide broader career options. ",
7/04/2023 19:06,Information & Communication Technology careers,Service Desk Technician,"1,750",$70K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Service Director,386,N/A,no data,
7/04/2023 19:06,Hospitality & Tourism careers,Service Operator,62,$75K,no data,
7/04/2023 19:06,Information & Communication Technology careers,Sitecore Developer,44,$130K,Complete a Bachelor of Computer Science or Bachelor of Information Technology. This usually takes three years of full-time study.  ,
7/04/2023 19:06,Information & Communication Technology careers,Software Architect,391,$160K,"Complete a bachelor degree in computer science, software engineering or a related field. This usually takes three to four years of full-time study.",
7/04/2023 19:06,Information & Communication Technology careers,Software Developer,"4,032",$100K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science, Bachelor of Information Technology or Bachelor of Engineering (Software) (Honours). Alternatively, a VET qualification such as a Diploma of Information Technology (ICT50220) can introduce you to some of the skills required for the role.",
7/04/2023 19:06,Information & Communication Technology careers,Software Engineer,-,$120K,"Complete a relevant bachelor degree, such as a Bachelor of Computer Science or Bachelor of Software Engineering. Alternatively, a bootcamp or intensive short course can introduce you to the fundamentals. Degrees accredited by the Australian Computer Society are internationally recognised and may offer future opportunities for certification and upskilling.",
7/04/2023 19:06,Information & Communication Technology careers,Solutions Analyst,195,$115K,no data,
